shamsi_year_month,y,yhat,yhat_lower,yhat_upper,service
(1401-04),273.0,267.0926514069056,75.3792452098819,457.5064386292824,اصلاح صورت و ابرو بانوان
(1401-05),279.0,243.17532107201475,52.005309169625114,433.62928399520416,اصلاح صورت و ابرو بانوان
(1401-06),208.0,228.18165716571718,37.2132540091415,415.2297801533053,اصلاح صورت و ابرو بانوان
(1401-07),228.0,226.1055895144121,42.08502068724115,412.11752668897805,اصلاح صورت و ابرو بانوان
(1401-08),213.0,203.02629006906687,17.141157891110094,387.87738596251063,اصلاح صورت و ابرو بانوان
(1401-09),165.0,198.5852988824695,13.229177455112708,383.7161736815563,اصلاح صورت و ابرو بانوان
(1401-10),215.0,200.20429240213758,15.674284301592015,385.37009620626844,اصلاح صورت و ابرو بانوان
(1401-11),218.0,219.91475887349588,37.53527675151428,404.16512042525164,اصلاح صورت و ابرو بانوان
(1401-12),485.0,361.0733737191037,183.032253763964,537.9165922200017,اصلاح صورت و ابرو بانوان
(1402-01),179.0,225.9989818641538,47.723945830647025,403.5454543502844,اصلاح صورت و ابرو بانوان
(1402-02),253.0,236.56798951952587,48.71895961122206,426.74179175328374,اصلاح صورت و ابرو بانوان
(1402-03),204.0,232.62342832824066,43.42161005800149,422.1761677133561,اصلاح صورت و ابرو بانوان
(1402-04),273.0,233.7796777955258,43.42147982280819,425.8377918644863,اصلاح صورت و ابرو بانوان
(1402-05),164.0,202.49869412615158,18.86909311237602,386.7910729701812,اصلاح صورت و ابرو بانوان
(1402-06),179.0,190.2039322886172,0.9245003485549697,379.556129096398,اصلاح صورت و ابرو بانوان
(1402-07),168.0,187.96069790654118,4.272632082649244,374.46836190823586,اصلاح صورت و ابرو بانوان
(1402-08),161.0,163.20624128094158,-20.09718647251591,346.7076570885908,اصلاح صورت و ابرو بانوان
(1402-09),168.0,159.04108003251034,-24.594161522563354,341.3330082412437,اصلاح صورت و ابرو بانوان
(1402-10),139.0,158.20535214091706,-25.2539403765293,342.4472946869502,اصلاح صورت و ابرو بانوان
(1402-11),166.0,183.24124932149738,-0.6461082349579095,365.9204500693224,اصلاح صورت و ابرو بانوان
(1402-12),322.0,326.49509296218645,149.3775649749728,504.2584292186343,اصلاح صورت و ابرو بانوان
(1403-01),124.0,196.73142488941676,12.814482806518413,377.78442356597947,اصلاح صورت و ابرو بانوان
(1403-02),206.0,221.77930188445285,31.354625983190516,415.74334672716,اصلاح صورت و ابرو بانوان
(1403-03),256.0,227.24823480087812,37.24223720962263,419.0779951142373,اصلاح صورت و ابرو بانوان
(1403-04),258.0,234.31194701816958,43.83176828951671,424.5889763051376,اصلاح صورت و ابرو بانوان
(1403-05),222.0,222.15255463256014,32.45435917383266,412.7345786946795,اصلاح صورت و ابرو بانوان
(1403-06),220.0,210.16294710619442,19.979920675813286,399.093915011113,اصلاح صورت و ابرو بانوان
(1403-07),226.0,211.4007482899136,32.93888801563722,389.8721074636547,اصلاح صورت و ابرو بانوان
(1403-08),195.0,200.49576237290233,13.6304989765474,382.37792831981767,اصلاح صورت و ابرو بانوان
(1403-09),253.0,198.23669430332833,14.069042529701607,382.16546012498276,اصلاح صورت و ابرو بانوان
(1403-10),195.0,200.74888354528792,18.581973204344123,385.8163732267383,اصلاح صورت و ابرو بانوان
(1403-11),240.0,222.71128356314296,38.30803836223009,408.65531687721517,اصلاح صورت و ابرو بانوان
(1403-12),465.0,373.3332140006233,189.00864655075065,556.7395975567694,اصلاح صورت و ابرو بانوان
(1404-01),169.0,220.98309904331794,29.674209703185074,413.95715934070836,اصلاح صورت و ابرو بانوان
(1404-02),231.0,234.68765643178472,46.93111648578717,423.9931002099736,اصلاح صورت و ابرو بانوان
(1404-03),188.0,218.01483581448252,35.60280784443805,398.916613326651,اصلاح صورت و ابرو بانوان
(1404-04),158.0,224.56523122624,35.10678089665526,413.48124451997717,اصلاح صورت و ابرو بانوان
(1404-05),186.0,200.45187103108233,9.912019611440465,391.7112534307079,اصلاح صورت و ابرو بانوان
(1404-06),203.0,176.26912334874757,-16.445260635446143,368.34270378579515,اصلاح صورت و ابرو بانوان
(1404-07),185.0,176.20984114654368,-7.090467573107943,360.3725403909406,اصلاح صورت و ابرو بانوان
(1404-08),149.0,148.27637902475087,-36.38940455970144,333.6857578994852,اصلاح صورت و ابرو بانوان
(1404-09),0.0,137.5778422169559,-48.79360373789762,322.41363207133315,اصلاح صورت و ابرو بانوان
(1404-10),0.0,135.1765155767979,-48.783170923675364,319.74938344592636,اصلاح صورت و ابرو بانوان
(1404-11),0.0,155.20542807004617,-29.808470546905493,338.5468361829278,اصلاح صورت و ابرو بانوان
(1404-12),0.0,295.0473969676276,119.8222842715471,473.4693457484676,اصلاح صورت و ابرو بانوان
(1405-01),0.0,151.97297833871673,-36.665961235539115,342.05910682619924,اصلاح صورت و ابرو بانوان
(1405-02),0.0,163.88979613641268,-24.382802251550018,356.9461384605946,اصلاح صورت و ابرو بانوان
(1405-03),0.0,151.8950103102911,-37.78181617866853,342.4336013077194,اصلاح صورت و ابرو بانوان
(1405-04),0.0,153.73280784560563,-36.03470239561882,344.63451288786376,اصلاح صورت و ابرو بانوان
(1405-05),0.0,127.25936308319108,-62.28110553411047,317.52007386678906,اصلاح صورت و ابرو بانوان
(1405-06),0.0,103.9577003577082,-86.41237930951198,297.52836171620584,اصلاح صورت و ابرو بانوان
(1405-07),0.0,108.0236463087232,-77.34416027281118,293.6768715881516,اصلاح صورت و ابرو بانوان
(1405-08),0.0,76.5655430824495,-110.43256361847591,261.88788127282123,اصلاح صورت و ابرو بانوان
(1401-01),159.0,220.59402316099496,85.12980548035458,362.03094838909254,امداد خودرو
(1401-02),200.0,219.8148876252547,79.59059478785886,356.7583939438679,امداد خودرو
(1401-03),250.0,268.4121897679833,128.19454916359035,407.12722173212006,امداد خودرو
(1401-04),367.0,305.77376757074364,166.68308847952224,443.9915272303409,امداد خودرو
(1401-05),399.0,331.1926634020146,195.26888272600138,468.55888809010935,امداد خودرو
(1401-06),305.0,293.7862802690153,155.6311927258861,431.81242820317345,امداد خودرو
(1401-07),197.0,221.8310871394985,88.07247349229908,356.1612599010455,امداد خودرو
(1401-08),197.0,201.86914170502027,68.53256258342472,338.6904074226418,امداد خودرو
(1401-09),199.0,197.87456081410863,63.91881128999586,330.29356203067806,امداد خودرو
(1401-10),287.0,210.20796925211832,74.58206098195357,343.76195090880407,امداد خودرو
(1401-11),245.0,206.64344010150575,71.52312754694229,340.30857165607466,امداد خودرو
(1401-12),187.0,205.79847312702717,75.83931809240771,335.9057516132845,امداد خودرو
(1402-01),202.0,163.01794546321875,24.909567598390698,300.8600734542443,امداد خودرو
(1402-02),114.0,154.32888972184077,19.704765308314744,287.72867924257866,امداد خودرو
(1402-03),152.0,191.06241096632405,61.27875343935573,321.66572518415626,امداد خودرو
(1402-04),243.0,240.8560915790845,103.78585891710786,379.55952017063527,امداد خودرو
(1402-05),232.0,263.7961742205594,125.94865199057054,401.23220195275667,امداد خودرو
(1402-06),198.0,228.15600096172264,91.23222423246789,364.80400303829686,امداد خودرو
(1402-07),151.0,157.71325474404358,23.629859583914264,292.23468008163627,امداد خودرو
(1402-08),140.0,141.42991448726755,7.4502597251128435,277.1586492569103,امداد خودرو
(1402-09),133.0,136.8006066326579,6.104154960726499,266.4580044202948,امداد خودرو
(1402-10),143.0,154.19542013070796,24.80085856171771,284.01760568768105,امداد خودرو
(1402-11),147.0,161.06476365609703,27.0152550112902,294.7065560731587,امداد خودرو
(1402-12),174.0,162.59425636118655,36.780423972179555,286.4906201915836,امداد خودرو
(1403-01),145.0,128.09262008616253,-5.492877102334904,261.4429367575439,امداد خودرو
(1403-02),141.0,131.7944347197375,-7.383138950385877,271.6730939268688,امداد خودرو
(1403-03),166.0,179.51508920156394,44.877292692489824,314.3418691457967,امداد خودرو
(1403-04),237.0,228.39689732166198,90.46888096574575,366.669299094923,امداد خودرو
(1403-05),263.0,258.5018509812439,120.55495396188076,397.13078251625933,امداد خودرو
(1403-06),241.0,230.58081278608776,94.3477849960171,369.04301829841825,امداد خودرو
(1403-07),176.0,163.83188990344203,28.631029840596437,298.96068046278185,امداد خودرو
(1403-08),138.0,151.75826842107966,17.623443280969433,286.63884452056686,امداد خودرو
(1403-09),121.0,147.20593878807924,22.859148609484212,272.116166120136,امداد خودرو
(1403-10),134.0,175.48494862724226,42.875734055000166,309.1971631968439,امداد خودرو
(1403-11),149.0,181.33192165779138,47.46884298070247,315.8621058442414,امداد خودرو
(1403-12),222.0,196.84378704066827,63.16431129855985,330.4961304275573,امداد خودرو
(1404-01),137.0,158.25239989927115,20.070455060217373,296.71420586504274,امداد خودرو
(1404-02),213.0,161.5963683891266,22.44500662210867,303.18399470701513,امداد خودرو
(1404-03),299.0,213.03266244963453,77.56928168612286,346.8812321483402,امداد خودرو
(1404-04),176.0,249.21216104782908,120.21074573923833,379.4690893790617,امداد خودرو
(1404-05),240.0,298.5031734638063,161.13205062088645,435.5373539157343,امداد خودرو
(1404-06),290.0,271.36467343009355,132.89076367719403,411.33144281444845,امداد خودرو
(1404-07),226.0,206.6820133044758,74.01406534066247,340.9115803074624,امداد خودرو
(1404-08),237.0,199.33426701912578,64.62242571871428,334.2733313494019,امداد خودرو
(1404-09),0.0,205.15999952501497,71.4610862989644,338.12941170732165,امداد خودرو
(1404-10),0.0,224.7944977682918,90.1940892915996,359.5086457550019,امداد خودرو
(1404-11),0.0,230.7501775887676,95.80170566259106,365.46140462868726,امداد خودرو
(1404-12),0.0,240.25381290248973,113.07031518472309,368.504390854999,امداد خودرو
(1405-01),0.0,208.913659635791,68.87692062031289,347.3482171728682,امداد خودرو
(1405-02),0.0,212.76192077993232,74.88343817289265,351.1941782595804,امداد خودرو
(1405-03),0.0,272.77665215479925,135.00817176551143,413.5321732644141,امداد خودرو
(1405-04),0.0,314.99650064708896,177.39014293718543,453.49096287753014,امداد خودرو
(1405-05),0.0,350.95690110467274,211.2135431190585,487.93185892092777,امداد خودرو
(1405-06),0.0,322.4181419036799,183.64586629067884,462.5800314119471,امداد خودرو
(1405-07),0.0,256.6280894609005,123.45094600228177,390.40929351565376,امداد خودرو
(1405-08),0.0,249.66419983320293,116.1724057190166,383.444715922696,امداد خودرو
(1401-01),199.0,213.500442696884,114.88410121178867,312.22280279151516,اپیلاسیون بانوان در خانه
(1401-02),258.0,225.03157602989126,127.09094088125228,323.04633646659005,اپیلاسیون بانوان در خانه
(1401-03),236.0,218.38759651477676,119.89238278882924,316.9524754854399,اپیلاسیون بانوان در خانه
(1401-04),202.0,221.39457692923955,123.38982460236849,320.4473607859581,اپیلاسیون بانوان در خانه
(1401-05),249.0,220.60162421921,121.71956560348625,319.3848551686863,اپیلاسیون بانوان در خانه
(1401-06),175.0,185.58267300438547,87.2785219788195,283.9994454727474,اپیلاسیون بانوان در خانه
(1401-07),149.0,162.34044254004553,67.68430503673899,257.25631726644457,اپیلاسیون بانوان در خانه
(1401-08),147.0,155.80242378588164,61.471936751828586,250.74399212615262,اپیلاسیون بانوان در خانه
(1401-09),117.0,143.06649257074017,54.236082342978115,231.64424243388004,اپیلاسیون بانوان در خانه
(1401-10),136.0,142.37327354113745,50.554821183762165,234.3332442954824,اپیلاسیون بانوان در خانه
(1401-11),149.0,146.42442265152442,51.29287667818016,240.1954623675361,اپیلاسیون بانوان در خانه
(1401-12),232.0,182.87967319713303,93.81436343008896,273.54141170017306,اپیلاسیون بانوان در خانه
(1402-01),133.0,146.39110631232793,51.125759859896654,241.5924570418849,اپیلاسیون بانوان در خانه
(1402-02),135.0,155.1634587688013,60.08064752088485,249.8458020323267,اپیلاسیون بانوان در خانه
(1402-03),165.0,149.8185577419939,55.53701740623145,245.26999870221246,اپیلاسیون بانوان در خانه
(1402-04),157.0,156.36397942341839,59.11120750842527,255.03440620781717,اپیلاسیون بانوان در خانه
(1402-05),160.0,151.6119308604761,57.40893978238216,247.500079974546,اپیلاسیون بانوان در خانه
(1402-06),99.0,120.55740679730076,21.183590819032716,219.26233308550906,اپیلاسیون بانوان در خانه
(1402-07),86.0,88.46925166426638,5.950971360179945,170.979339698834,اپیلاسیون بانوان در خانه
(1402-08),95.0,95.70246006860702,0.8427551673098606,190.88899626619747,اپیلاسیون بانوان در خانه
(1402-09),93.0,91.90814100701978,0.010140448169722593,184.105898774702,اپیلاسیون بانوان در خانه
(1402-10),78.0,86.43055667262273,-3.0581048038682956,175.3954410058652,اپیلاسیون بانوان در خانه
(1402-11),90.0,92.67139523495946,0.6901789549493093,184.58904763712772,اپیلاسیون بانوان در خانه
(1402-12),130.0,137.50397802618357,47.32812937244807,226.65661485731403,اپیلاسیون بانوان در خانه
(1403-01),64.0,92.18027917937809,5.71622472923337,177.83193783892347,اپیلاسیون بانوان در خانه
(1403-02),100.0,114.60539289559286,24.245287816397024,206.690385817249,اپیلاسیون بانوان در خانه
(1403-03),115.0,118.65774379094566,23.112437301165148,212.90190129210268,اپیلاسیون بانوان در خانه
(1403-04),149.0,129.51602949265467,31.115462546851486,227.14120012039555,اپیلاسیون بانوان در خانه
(1403-05),141.0,136.23586006497774,38.948728039699375,234.45519776311585,اپیلاسیون بانوان در خانه
(1403-06),116.0,104.8654579198961,6.412909700532467,203.53592264001998,اپیلاسیون بانوان در خانه
(1403-07),106.0,90.46454642698106,-5.030136080428844,185.89970821737336,اپیلاسیون بانوان در خانه
(1403-08),94.0,86.43006487426467,-5.317644375708787,178.33509264020793,اپیلاسیون بانوان در خانه
(1403-09),112.0,80.9284778309665,-3.671935999783154,167.10339603568843,اپیلاسیون بانوان در خانه
(1403-10),95.0,89.01299024235652,-5.261359143338324,185.23877821998332,اپیلاسیون بانوان در خانه
(1403-11),107.0,91.99706948806246,-3.6587772457311636,187.1409516762225,اپیلاسیون بانوان در خانه
(1403-12),136.0,139.4838270041426,45.96741012730552,232.608013814274,اپیلاسیون بانوان در خانه
(1404-01),105.0,94.92349905545423,0.7749231836900556,189.9426903828127,اپیلاسیون بانوان در خانه
(1404-02),112.0,112.86008016010118,18.536358386512884,207.02200379293677,اپیلاسیون بانوان در خانه
(1404-03),74.0,105.46565201524999,14.35551572943244,198.1972795157519,اپیلاسیون بانوان در خانه
(1404-04),82.0,100.09352931288599,16.741017809542317,182.25027805518516,اپیلاسیون بانوان در خانه
(1404-05),93.0,122.94377965577051,25.406182160865008,220.73447164672126,اپیلاسیون بانوان در خانه
(1404-06),102.0,80.88597814153619,-7.848681337388071,170.3196074406425,اپیلاسیون بانوان در خانه
(1404-07),72.0,71.49806500863507,-17.774653942918885,159.73255575208375,اپیلاسیون بانوان در خانه
(1404-08),73.0,64.48378829923787,-20.74309848698076,150.4907349670637,اپیلاسیون بانوان در خانه
(1404-09),0.0,72.3702149631888,-22.1880725133552,168.04719335785074,اپیلاسیون بانوان در خانه
(1404-10),0.0,71.182387822058,-23.948803371825893,166.8329423992403,اپیلاسیون بانوان در خانه
(1404-11),0.0,74.92146087364789,-20.4000560137565,169.31547410941508,اپیلاسیون بانوان در خانه
(1404-12),0.0,121.60875245916101,29.74533639786448,211.95823671162483,اپیلاسیون بانوان در خانه
(1405-01),0.0,80.66293197848904,-17.551500926571283,177.6103103326781,اپیلاسیون بانوان در خانه
(1405-02),0.0,98.1184592690216,0.22286687920682882,196.3476762810779,اپیلاسیون بانوان در خانه
(1405-03),0.0,93.30822470127501,-4.507965600108609,192.3807113262293,اپیلاسیون بانوان در خانه
(1405-04),0.0,101.46249956444325,3.573249178748502,200.60242870614493,اپیلاسیون بانوان در خانه
(1405-05),0.0,104.34509964964316,4.7123315641960675,201.90189340395423,اپیلاسیون بانوان در خانه
(1405-06),0.0,72.43546435798143,-26.99020113555379,172.50445069933878,اپیلاسیون بانوان در خانه
(1405-07),0.0,58.74471902048073,-36.88427297284134,154.25226278567885,اپیلاسیون بانوان در خانه
(1405-08),0.0,53.950020968216755,-41.35743891009945,148.22094136510523,اپیلاسیون بانوان در خانه
(1401-01),56.0,55.297647699034066,20.191940623467367,91.05985306705789,اکستنشن مو بانوان در خانه
(1401-02),33.0,41.818741243213225,8.356190884345967,74.63797563378294,اکستنشن مو بانوان در خانه
(1401-03),42.0,37.171488214546606,10.917346823102177,62.982291545096636,اکستنشن مو بانوان در خانه
(1401-04),33.0,37.532181080317194,13.102012512361318,62.27820691647509,اکستنشن مو بانوان در خانه
(1401-05),35.0,27.683080145964794,7.135425600898881,48.28174636754766,اکستنشن مو بانوان در خانه
(1401-06),33.0,35.22502294939795,7.787568973896487,62.49262025999248,اکستنشن مو بانوان در خانه
