shamsi_year_month,y,yhat,yhat_lower,yhat_upper,service,category
(1401-11),149.0,142.1501277274861,42.60778632426111,241.78981850720385,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1401-12),232.0,179.28003007039905,86.94846505410091,272.7613829405377,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1402-01),133.0,143.89388820678244,43.419849367379584,243.81632924203063,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1402-02),135.0,157.55427203848387,59.46671522444957,258.3846257042453,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1402-03),165.0,158.31745002744648,59.62767240126741,258.5729011219594,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1402-04),157.0,162.4783929110627,57.72541681368487,264.60091927144003,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1402-05),160.0,160.47513319473208,61.44766126812313,260.01434489782616,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1402-06),99.0,114.81917332455258,11.03848416273051,216.6160139134111,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1402-07),86.0,85.76946400516789,-0.892470690329492,172.76253814444598,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1402-08),95.0,90.11949292911176,-8.8872868529947,189.3062603523417,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1402-09),93.0,88.34611932452644,-8.163343961280699,184.60662298243307,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1402-10),78.0,81.03674713706967,-12.82587329793265,173.4489253040864,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1402-11),90.0,85.65935865708906,-11.838787642661613,180.30788248774576,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1402-12),130.0,130.36294030526776,37.36731444693437,223.51176336209383,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1403-01),64.0,86.50650754802933,-3.32791850369496,177.1854635217588,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1403-02),100.0,114.20611433294395,18.241258705901902,211.75903191106127,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1403-03),115.0,126.02355303612092,26.882347199999955,225.6809088479293,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1403-04),149.0,136.26360020771986,33.629539795852665,239.82838744160037,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1403-05),141.0,147.80199131581034,43.56543683124495,251.5852330478518,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1403-06),116.0,103.10062352985469,-0.4851959131783019,206.25549303148392,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1403-07),106.0,92.97527701564876,-6.057089078763931,192.9081194272562,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1403-08),94.0,88.95658223386243,-7.176085374375732,185.4947937724754,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1403-09),112.0,87.70541376678521,-1.716391502213723,178.54945846717033,اپیلاسیون بانوان در خانه,زیبایی بانوان
(1403-10),95.0,98.28427580579348,-1.237094200239595,198.47185476679863,اپیلاسیون بانوان در خانه,زیبایی بانوان
