shamsi_year_month,y,yhat,yhat_lower,yhat_upper,category
(1401-10),789.0,609.3127894710958,392.0410407936838,823.2276323113755,تعمیرات موبایل
(1401-11),488.0,512.8214755497995,298.4249522500499,725.7491234006933,تعمیرات موبایل
(1401-12),512.0,506.51747900032234,299.06137362156335,714.513211740359,تعمیرات موبایل
(1402-01),605.0,553.7360878890674,332.61254211943117,777.0834160527165,تعمیرات موبایل
(1402-02),370.0,486.7137171421481,263.8553211504436,710.8138564009769,تعمیرات موبایل
(1402-03),444.0,423.94328805033086,202.6220372579382,646.0332690205109,تعمیرات موبایل
(1402-04),431.0,480.215660210849,256.10178834191714,700.5827092844888,تعمیرات موبایل
(1402-05),444.0,543.0524822909251,322.33805247926534,764.4419308898287,تعمیرات موبایل
(1402-06),429.0,466.5970767248724,243.699587735246,687.3920128548588,تعمیرات موبایل
(1402-07),431.0,396.5462888265764,180.20676976082476,609.9792816818876,تعمیرات موبایل
(1402-08),446.0,474.615291099987,260.1720717502654,687.9402627240825,تعمیرات موبایل
(1402-09),477.0,455.86701816051055,241.07612976039505,669.7685771231589,تعمیرات موبایل
(1402-10),441.0,553.3656332520541,339.94384845754576,766.7140679709086,تعمیرات موبایل
(1402-11),447.0,478.3030164379241,265.24248923153317,691.0857114222783,تعمیرات موبایل
(1402-12),501.0,498.1927751595317,289.551486599662,705.3099416425196,تعمیرات موبایل
(1403-01),541.0,570.5688000172983,349.0688394216554,795.0798775174409,تعمیرات موبایل
(1403-02),560.0,535.672819489662,314.76443649783056,757.4696320298737,تعمیرات موبایل
(1403-03),611.0,496.3892433208434,276.17155327267085,719.6993831405342,تعمیرات موبایل
(1403-04),680.0,577.0896416948831,355.40890132098366,799.4166867970047,تعمیرات موبایل
(1403-05),689.0,652.6818380485399,431.27562544161356,871.735910652059,تعمیرات موبایل
(1403-06),605.0,582.5414067700705,359.0806101329311,803.176376446207,تعمیرات موبایل
(1403-07),562.0,498.53945616929764,283.7106999626269,710.21977571097,تعمیرات موبایل
(1403-08),533.0,567.0812106773957,351.64102864595344,782.0913727340327,تعمیرات موبایل
(1403-09),513.0,533.25192293139,318.3974796194306,749.775548259573,تعمیرات موبایل
(1403-10),546.0,623.2407116932254,411.08118643044656,838.5317874881937,تعمیرات موبایل
(1403-11),594.0,531.6087215804739,317.0714287732993,741.2128168670826,تعمیرات موبایل
(1403-12),556.0,554.8474275882393,338.82129944737915,768.4296894302018,تعمیرات موبایل
(1404-01),574.0,599.51876664059,376.83085187725703,822.4215967601857,تعمیرات موبایل
(1404-02),586.0,546.9779085840246,325.6496644594997,767.8945181706766,تعمیرات موبایل
(1404-03),439.0,493.8477971640031,272.22060943030596,716.3105803580954,تعمیرات موبایل
(1404-04),569.0,567.5346898484942,345.7441279223636,789.5046753816798,تعمیرات موبایل
(1404-05),613.0,626.2108509082233,405.09465899933787,847.3298039418758,تعمیرات موبایل
(1404-06),550.0,559.2263148561962,337.93844185142683,780.8711389893531,تعمیرات موبایل
(1404-07),535.0,471.7255605404914,254.13028425317788,687.5567133941488,تعمیرات موبایل
(1404-08),556.0,536.7920526325884,320.5361008414718,747.9669524839605,تعمیرات موبایل
(1404-09),0.0,514.8503923761804,299.5714852517073,728.2461922521173,تعمیرات موبایل
(1404-10),0.0,594.5605320575766,380.28910208934724,809.7544399082611,تعمیرات موبایل
(1404-11),0.0,502.36569770257677,285.19994876407026,718.3269628709907,تعمیرات موبایل
(1404-12),0.0,509.66807554252176,302.434811593112,717.5948170059486,تعمیرات موبایل
(1405-01),0.0,575.9222665793536,352.30480647400793,799.075410460845,تعمیرات موبایل
(1405-02),0.0,517.8374807217693,294.55827931634934,742.3444058335051,تعمیرات موبایل
(1405-03),0.0,468.5266781941444,241.60115844931914,689.07926415878,تعمیرات موبایل
(1405-04),0.0,538.8328772714078,313.4082488297808,764.7234631550363,تعمیرات موبایل
(1405-05),0.0,601.2434526016877,374.33143393302265,825.1823121647961,تعمیرات موبایل
(1405-06),0.0,530.8287454872051,305.0444311348452,760.6676821582613,تعمیرات موبایل
(1401-01),42.0,49.743057893071914,8.6289219703422,92.08739783127483,تندرستی و ورزش
(1401-02),60.0,58.72130707968124,11.13443645621165,106.15829212933936,تندرستی و ورزش
(1401-03),73.0,63.22151345423255,13.453950738641673,112.02298956778868,تندرستی و ورزش
(1401-04),58.0,59.24643990287899,7.9263176639520845,110.0060271222468,تندرستی و ورزش
(1401-05),54.0,60.36063476912129,17.325324847343772,103.90641450347357,تندرستی و ورزش
(1401-06),63.0,56.06394489368795,12.451803845806102,99.9108180983695,تندرستی و ورزش
(1401-07),68.0,71.32069270769875,23.237140607303676,118.32688494623544,تندرستی و ورزش
(1401-08),64.0,75.20470469648522,24.199134498190737,126.13964517374735,تندرستی و ورزش
(1401-09),67.0,80.76861548865506,28.087904955827614,133.36003748872298,تندرستی و ورزش
(1401-10),70.0,57.41030397818849,10.3243022977699,104.22032803846652,تندرستی و ورزش
(1401-11),58.0,66.07803197946681,15.697227206931395,116.89552952771416,تندرستی و ورزش
(1401-12),47.0,51.771988531837685,9.242397792874218,93.09895790344193,تندرستی و ورزش
(1402-01),70.0,61.96880413034497,12.636136480504819,111.38521446147979,تندرستی و ورزش
(1402-02),73.0,69.35991796632459,16.855746520550515,121.69495367612015,تندرستی و ورزش
(1402-03),50.0,62.00198803723096,16.519386536727247,107.44154021247108,تندرستی و ورزش
(1402-04),55.0,51.23595501782248,10.087053850645894,93.22590069234815,تندرستی و ورزش
(1402-05),74.0,74.55133324685241,23.97395954465951,125.92258540065284,تندرستی و ورزش
(1402-06),73.0,66.14360216451912,19.007855575195965,114.53319846897034,تندرستی و ورزش
(1402-07),86.0,84.33266002358882,31.675541145668063,136.70545276525183,تندرستی و ورزش
(1402-08),73.0,74.12545414942394,27.213719970392237,121.80586099294716,تندرستی و ورزش
(1402-09),89.0,76.97869937649816,29.86083343864137,123.89846051062915,تندرستی و ورزش
(1402-10),50.0,53.71254608691863,11.911376460957145,95.05644381769658,تندرستی و ورزش
(1402-11),72.0,71.65405451791567,19.550940338351623,124.55477973267739,تندرستی و ورزش
(1402-12),71.0,64.66546671160813,16.397289915184913,113.07101962970917,تندرستی و ورزش
(1403-01),62.0,59.01016517679941,13.814115373166945,104.3344419621963,تندرستی و ورزش
(1403-02),63.0,68.26362963512068,18.037931850676426,119.44585078647731,تندرستی و ورزش
(1403-03),66.0,68.21432385124174,19.514445345130053,117.27073653824274,تندرستی و ورزش
(1403-04),69.0,59.89431555636804,10.199696266016629,108.46817835778297,تندرستی و ورزش
(1403-05),84.0,76.0110104743865,22.2364865385074,131.4090288484426,تندرستی و ورزش
(1403-06),46.0,56.37364388660376,12.79103468877235,99.55116255073636,تندرستی و ورزش
(1403-07),72.0,67.78536902633708,22.385317606602126,113.06733478994536,تندرستی و ورزش
(1403-08),80.0,63.75051858203268,18.82151231689227,109.98713351819175,تندرستی و ورزش
(1403-09),62.0,60.09808004614942,17.519537859195058,102.16910486483827,تندرستی و ورزش
(1403-10),42.0,51.07105362499383,3.7049675741195274,98.77867191713503,تندرستی و ورزش
(1403-11),57.0,50.74495039878479,5.203671238519474,96.39087089232073,تندرستی و ورزش
(1403-12),26.0,29.45862268137744,2.3586369071100606,56.63508444969584,تندرستی و ورزش
(1404-01),37.0,33.413438854937326,2.7656049298377936,64.54841427726072,تندرستی و ورزش
(1404-02),37.0,35.68506342158619,1.1829652170288107,69.94973227238857,تندرستی و ورزش
(1404-03),31.0,35.345776439397106,2.1991554801241033,68.0204723005791,تندرستی و ورزش
(1404-04),18.0,23.358404630052846,-3.6379994018233655,50.795145123201415,تندرستی و ورزش
(1404-05),22.0,29.052648877016367,1.9808463279593331,56.36109699987439,تندرستی و ورزش
(1404-06),26.0,36.58102871360751,-2.021572751432532,74.97449204223892,تندرستی و ورزش
(1404-07),18.0,60.96039927711832,6.3561629528770585,115.75330891508692,تندرستی و ورزش
(1404-08),34.0,56.41508403702433,1.5357296451037705,111.03397289520147,تندرستی و ورزش
(1404-09),0.0,58.49265016773837,4.5031034461110435,112.5828761820445,تندرستی و ورزش
(1404-10),0.0,39.019757839748046,-15.958969040911516,93.45884422235154,تندرستی و ورزش
(1404-11),0.0,41.532794431063024,-12.949724092203803,95.39096884534706,تندرستی و ورزش
(1404-12),0.0,35.95069222827794,-16.741720020669238,88.82451411997585,تندرستی و ورزش
(1405-01),0.0,36.81925720831054,-19.352159592726846,93.02971321876763,تندرستی و ورزش
(1405-02),0.0,38.109112796943506,-18.7709002812959,94.58958806653492,تندرستی و ورزش
(1405-03),0.0,39.70826624546519,-15.951273121092035,95.4860196162791,تندرستی و ورزش
(1405-04),0.0,29.785379527598028,-25.991196465510374,86.46025794603614,تندرستی و ورزش
(1405-05),0.0,39.05958477417319,-17.083536751842594,95.49976449713262,تندرستی و ورزش
(1405-06),0.0,31.74324269835215,-20.959102716319947,83.81718472190515,تندرستی و ورزش
(1401-01),304.0,384.9617624779246,215.39517842015317,552.7822829696191,حیوانات خانگی
(1401-02),411.0,347.4523632754397,179.11527715640818,515.8607496400796,حیوانات خانگی
(1401-03),373.0,316.9577483510526,147.89200165120067,485.0855692123987,حیوانات خانگی
(1401-04),300.0,318.9003016881808,149.37843355356472,486.66588657945425,حیوانات خانگی
(1401-05),281.0,300.8454033519313,132.58066588135796,468.08902811734055,حیوانات خانگی
(1401-06),256.0,276.0661989318633,107.9331182533295,442.26025401672604,حیوانات خانگی
(1401-07),217.0,273.5296320506311,110.18694231921522,435.3164367772972,حیوانات خانگی
(1401-08),235.0,280.6897300387809,117.91394257285879,445.07775221037997,حیوانات خانگی
(1401-09),317.0,305.3251836602245,141.63604844109295,468.18676865710233,حیوانات خانگی
(1401-10),480.0,359.42449585508274,196.57833856477583,521.639924327444,حیوانات خانگی
(1401-11),432.0,342.96215713206516,181.99385261107952,506.09034193950066,حیوانات خانگی
(1401-12),478.0,412.0682572679091,254.67394637400335,571.2365913952335,حیوانات خانگی
(1402-01),439.0,415.66135211395897,249.63330696089844,583.9034438923524,حیوانات خانگی
(1402-02),274.0,362.4344810900527,195.40793116498506,529.3891126197152,حیوانات خانگی
(1402-03),244.0,319.9071778027364,151.83472875923397,487.1120611811577,حیوانات خانگی
(1402-04),283.0,307.83147640050316,139.46177694168287,475.18660869899117,حیوانات خانگی
(1402-05),295.0,277.4825315445361,108.39453930790737,444.3799547379274,حیوانات خانگی
(1402-06),248.0,239.84714024292975,73.5354799830802,408.8042709732298,حیوانات خانگی
(1402-07),236.0,225.4571507574733,62.28746952274454,386.53666091786613,حیوانات خانگی
(1402-08),244.0,221.98470825584363,60.08492902368242,383.25338152672697,حیوانات خانگی
(1402-09),221.0,238.24513762612895,76.0703885858902,401.7364532604763,حیوانات خانگی
(1402-10),222.0,290.38912388832813,128.2353223895421,450.8776236077236,حیوانات خانگی
(1402-11),208.0,283.91442680882267,118.97740075531468,448.6303529047957,حیوانات خانگی
(1402-12),369.0,368.0946183139793,210.98024361867652,526.0650568943471,حیوانات خانگی
(1403-01),370.0,394.00376603294353,225.05083633821744,562.5828083352067,حیوانات خانگی
(1403-02),327.0,359.5879691836284,192.9857489198981,528.5619948552421,حیوانات خانگی
(1403-03),371.0,340.46770435885276,172.52731506670654,506.6024882812203,حیوانات خانگی
(1403-04),419.0,348.326270962342,179.24747642812375,516.682839093463,حیوانات خانگی
(1403-05),392.0,338.6337523327223,169.93449501772588,507.30567029093777,حیوانات خانگی
(1403-06),318.0,316.9047348453623,148.019471637534,485.5835697321853,حیوانات خانگی
(1403-07),347.0,311.8288911799441,148.23804571359426,474.26914519160476,حیوانات خانگی
(1403-08),350.0,315.8520459910882,154.4731707633061,477.9885107310695,حیوانات خانگی
(1403-09),342.0,331.72343425780997,168.79782904409197,491.2606942889071,حیوانات خانگی
(1403-10),330.0,380.1319969628955,217.00527389400457,543.9009466321949,حیوانات خانگی
(1403-11),329.0,362.57170655938006,198.9911453131341,525.6753816436249,حیوانات خانگی
(1403-12),488.0,446.6559789284298,283.9787085614935,608.7142619018108,حیوانات خانگی
(1404-01),441.0,437.1553550220982,268.1767528215351,607.2788549438753,حیوانات خانگی
(1404-02),414.0,391.16596509600237,222.27198798290505,559.4885138437885,حیوانات خانگی
(1404-03),331.0,352.03704468966924,184.1435580603256,522.5363694653181,حیوانات خانگی
(1404-04),319.0,343.9874191462821,177.30805911359448,512.1650861629732,حیوانات خانگی
