shamsi_year_month,y,yhat,yhat_lower,yhat_upper,service,category,yhat_diff,yhat_low_diff,yhat_high_diff,min_diff_label
(1402-12),12.0,11.363322164609846,-4.030492686851891,27.302866336889537,تزریق سرم در منزل,پزشکی و پرستاری,0.6366778353901541,16.03049268685189,15.302866336889537,yhat_diff
(1403-01),48.0,33.01473486555591,-53.92807007877227,117.46156403616298,تزریق سرم در منزل,پزشکی و پرستاری,14.985265134444091,101.92807007877227,69.46156403616298,yhat_diff
(1403-02),41.0,9.71553062584758,-68.48145067360606,86.61583774724694,تزریق سرم در منزل,پزشکی و پرستاری,31.284469374152422,109.48145067360606,45.61583774724694,yhat_diff
(1403-03),36.0,21.4644596237358,-49.21156716642083,91.4761149922494,تزریق سرم در منزل,پزشکی و پرستاری,14.535540376264201,85.21156716642082,55.47611499224941,yhat_diff
(1403-04),32.0,72.23388708427986,-2.023875353326396,145.55680337088157,تزریق سرم در منزل,پزشکی و پرستاری,40.23388708427986,34.023875353326396,113.55680337088157,yhat_low_diff
(1403-05),43.0,122.25387486364008,35.97201153794884,209.37208624072625,تزریق سرم در منزل,پزشکی و پرستاری,79.25387486364008,7.027988462051162,166.37208624072625,yhat_low_diff
(1403-06),27.0,6.789247411797781,-55.77313620427792,67.86596761350341,تزریق سرم در منزل,پزشکی و پرستاری,20.21075258820222,82.77313620427792,40.865967613503415,yhat_diff
(1403-07),25.0,6.824490299284199,-82.05103757550981,97.57660849388152,تزریق سرم در منزل,پزشکی و پرستاری,18.1755097007158,107.05103757550981,72.57660849388152,yhat_diff
(1403-08),0.0,5.122868815711907,-111.41058963566825,122.00070743520736,تزریق سرم در منزل,پزشکی و پرستاری,5.122868815711907,111.41058963566825,122.00070743520736,yhat_diff
(1403-09),0.0,-45.85373738662568,-163.83962568471406,71.35263727384823,تزریق سرم در منزل,پزشکی و پرستاری,45.85373738662568,163.83962568471406,71.35263727384823,yhat_diff
(1403-10),0.0,-59.3586657374867,-176.82850936741977,57.16810418301427,تزریق سرم در منزل,پزشکی و پرستاری,59.3586657374867,176.82850936741977,57.16810418301427,yhat_high_diff
(1403-11),0.0,-46.13610953107448,-162.65529074535652,71.62906309484208,تزریق سرم در منزل,پزشکی و پرستاری,46.13610953107448,162.65529074535652,71.62906309484208,yhat_diff
(1403-12),0.0,-29.766267400194675,-146.6163445062872,87.79615083287608,تزریق سرم در منزل,پزشکی و پرستاری,29.766267400194675,146.6163445062872,87.79615083287608,yhat_diff
(1404-01),0.0,-56.43730218222112,-179.09064307662084,64.04116584933901,تزریق سرم در منزل,پزشکی و پرستاری,56.43730218222112,179.09064307662084,64.04116584933901,yhat_diff
(1404-02),0.0,-83.89679516702968,-205.007368096854,37.14507907368702,تزریق سرم در منزل,پزشکی و پرستاری,83.89679516702968,205.007368096854,37.14507907368702,yhat_high_diff
(1404-03),0.0,-63.18958440912387,-184.71235304922172,57.69551323293857,تزریق سرم در منزل,پزشکی و پرستاری,63.18958440912387,184.71235304922172,57.69551323293857,yhat_high_diff
(1404-04),0.0,15.991832177269869,-104.33760041683402,137.7092008689769,تزریق سرم در منزل,پزشکی و پرستاری,15.991832177269869,104.33760041683402,137.7092008689769,yhat_diff
(1404-05),0.0,61.61217822770294,-59.59612353131902,185.04904623075703,تزریق سرم در منزل,پزشکی و پرستاری,61.61217822770294,59.59612353131902,185.04904623075703,yhat_low_diff
(1404-06),0.0,-87.84710545099018,-210.07714043365613,33.19747045840602,تزریق سرم در منزل,پزشکی و پرستاری,87.84710545099018,210.07714043365613,33.19747045840602,yhat_high_diff
(1404-07),0.0,-75.7404302110437,-158.30067296692877,6.311222684837473,تزریق سرم در منزل,پزشکی و پرستاری,75.7404302110437,158.30067296692877,6.311222684837473,yhat_high_diff
(1401-01),136.0,179.8076968283648,60.63928445039456,299.8624094250154,تزریقات در منزل,پزشکی و پرستاری,43.80769682836481,75.36071554960543,163.86240942501541,yhat_diff
(1401-02),200.0,197.511888083888,74.08152662851197,320.49328271538184,تزریقات در منزل,پزشکی و پرستاری,2.48811191611199,125.91847337148803,120.49328271538184,yhat_diff
(1401-03),200.0,189.6312365771612,65.34441820162654,313.61531602729804,تزریقات در منزل,پزشکی و پرستاری,10.36876342283881,134.65558179837348,113.61531602729804,yhat_diff
(1401-04),302.0,232.1983122230568,108.11089864726436,354.52646629406854,تزریقات در منزل,پزشکی و پرستاری,69.8016877769432,193.88910135273562,52.52646629406854,yhat_high_diff
(1401-05),338.0,253.4842162830754,134.69517802376075,370.5965638911827,تزریقات در منزل,پزشکی و پرستاری,84.5157837169246,203.30482197623925,32.59656389118271,yhat_high_diff
(1401-06),156.0,189.8448314239618,87.05970494039828,292.1268433620186,تزریقات در منزل,پزشکی و پرستاری,33.84483142396181,68.94029505960172,136.12684336201858,yhat_diff
(1401-07),167.0,207.5962938953421,87.23574668845659,326.8045384990615,تزریقات در منزل,پزشکی و پرستاری,40.596293895342086,79.76425331154341,159.8045384990615,yhat_diff
(1401-08),209.0,223.422154813777,103.1435705587306,341.5408016458728,تزریقات در منزل,پزشکی و پرستاری,14.422154813777013,105.8564294412694,132.54080164587282,yhat_diff
(1401-09),146.0,158.23982235729906,46.37244845867369,270.36127667833927,تزریقات در منزل,پزشکی و پرستاری,12.239822357299062,99.62755154132631,124.36127667833927,yhat_diff
(1401-10),180.0,202.39514642696832,83.25581362448149,321.6478705526016,تزریقات در منزل,پزشکی و پرستاری,22.395146426968324,96.74418637551851,141.6478705526016,yhat_diff
(1401-11),226.0,251.91784029921865,133.45745869708887,371.5894591416752,تزریقات در منزل,پزشکی و پرستاری,25.917840299218653,92.54254130291113,145.5894591416752,yhat_diff
(1401-12),186.0,224.0887187960156,109.93725118438384,340.0766412720185,تزریقات در منزل,پزشکی و پرستاری,38.0887187960156,76.06274881561616,154.0766412720185,yhat_diff
(1402-01),200.0,138.68916032216123,16.27658506466666,262.84843826096466,تزریقات در منزل,پزشکی و پرستاری,61.31083967783877,183.72341493533335,62.848438260964656,yhat_diff
(1402-02),131.0,132.3861475945482,23.588675379693235,239.1998175635898,تزریقات در منزل,پزشکی و پرستاری,1.3861475945481914,107.41132462030677,108.19981756358979,yhat_diff
(1402-03),131.0,147.74921934708453,26.2711311515194,270.1944359547474,تزریقات در منزل,پزشکی و پرستاری,16.749219347084534,104.7288688484806,139.1944359547474,yhat_diff
(1402-04),148.0,192.2071973092617,69.071376392082,314.33375173404784,تزریقات در منزل,پزشکی و پرستاری,44.20719730926169,78.928623607918,166.33375173404784,yhat_diff
(1402-05),183.0,225.5721226465793,102.80565865831176,347.9255360193408,تزریقات در منزل,پزشکی و پرستاری,42.57212264657929,80.19434134168824,164.92553601934083,yhat_diff
(1402-06),228.0,184.28143049930188,66.0030921258478,303.0885179548353,تزریقات در منزل,پزشکی و پرستاری,43.71856950069812,161.9969078741522,75.08851795483531,yhat_diff
(1402-07),190.0,180.42985260278485,60.80208381328616,300.0823335257968,تزریقات در منزل,پزشکی و پرستاری,9.570147397215152,129.19791618671383,110.0823335257968,yhat_diff
(1402-08),226.0,199.5710060285674,79.7605505060484,319.3153816166472,تزریقات در منزل,پزشکی و پرستاری,26.42899397143259,146.2394494939516,93.31538161664719,yhat_diff
(1402-09),162.0,147.7038627537099,29.707479802571992,268.3794700784809,تزریقات در منزل,پزشکی و پرستاری,14.296137246290101,132.29252019742802,106.37947007848089,yhat_diff
(1402-10),198.0,173.30645693270512,59.08702285910303,289.6113347469075,تزریقات در منزل,پزشکی و پرستاری,24.693543067294883,138.91297714089697,91.61133474690752,yhat_diff
(1402-11),249.0,223.5601475640263,104.06261300071512,343.40232951389333,تزریقات در منزل,پزشکی و پرستاری,25.439852435973705,144.93738699928488,94.40232951389333,yhat_diff
(1402-12),224.0,191.2021538732457,76.12622786962183,306.89294629190465,تزریقات در منزل,پزشکی و پرستاری,32.79784612675431,147.87377213037817,82.89294629190465,yhat_diff
(1403-01),72.0,84.5329799115601,-31.901068678158992,200.212255753704,تزریقات در منزل,پزشکی و پرستاری,12.532979911560105,103.90106867815899,128.212255753704,yhat_diff
(1403-02),67.0,81.14756860821574,-28.11499103011153,189.00810346301748,تزریقات در منزل,پزشکی و پرستاری,14.147568608215735,95.11499103011153,122.00810346301748,yhat_diff
(1403-03),61.0,57.556360512263424,-34.063696479886694,149.65829093425387,تزریقات در منزل,پزشکی و پرستاری,3.4436394877365757,95.06369647988669,88.65829093425387,yhat_diff
(1403-04),67.0,92.38082877403536,-9.060285443098014,196.1719887762445,تزریقات در منزل,پزشکی و پرستاری,25.380828774035365,76.06028544309801,129.1719887762445,yhat_diff
(1403-05),74.0,113.19307080325387,5.336591961502972,220.87238446787268,تزریقات در منزل,پزشکی و پرستاری,39.193070803253875,68.66340803849702,146.87238446787268,yhat_diff
(1403-06),83.0,83.63227864626766,-35.983561311445214,203.55165757633085,تزریقات در منزل,پزشکی و پرستاری,0.6322786462676646,118.98356131144521,120.55165757633085,yhat_diff
(1403-07),66.0,54.30332240939008,-36.41571176568716,146.86292753803502,تزریقات در منزل,پزشکی و پرستاری,11.696677590609923,102.41571176568716,80.86292753803502,yhat_diff
(1403-08),80.0,77.37982251133799,-37.94361375297546,192.38230618079152,تزریقات در منزل,پزشکی و پرستاری,2.6201774886620086,117.94361375297547,112.38230618079152,yhat_diff
(1403-09),7.0,3.819033707258975,-11.91708840474874,19.835093276815087,تزریقات در منزل,پزشکی و پرستاری,3.180966292741025,18.91708840474874,12.835093276815087,yhat_diff
(1403-10),1.0,1.0914756394634817,-3.0044567723426296,5.194029108906184,تزریقات در منزل,پزشکی و پرستاری,0.0914756394634817,4.00445677234263,4.194029108906184,yhat_diff
(1403-11),1.0,0.929009625985208,-3.024161667054588,4.823375788329264,تزریقات در منزل,پزشکی و پرستاری,0.07099037401479202,4.024161667054588,3.8233757883292636,yhat_diff
(1403-12),1.0,-0.177793198591967,-12.268031502448068,11.81832742040794,تزریقات در منزل,پزشکی و پرستاری,1.177793198591967,13.268031502448068,10.81832742040794,yhat_diff
(1404-01),0.0,-57.0282347395284,-180.49117451118863,65.39031547074605,تزریقات در منزل,پزشکی و پرستاری,57.0282347395284,180.49117451118863,65.39031547074605,yhat_diff
(1404-02),0.0,-53.25087641951743,-175.90321685013126,69.474536870234,تزریقات در منزل,پزشکی و پرستاری,53.25087641951743,175.90321685013126,69.474536870234,yhat_diff
(1404-03),0.0,-69.1188699322166,-191.9915281662136,53.986740243065576,تزریقات در منزل,پزشکی و پرستاری,69.1188699322166,191.9915281662136,53.986740243065576,yhat_high_diff
(1404-04),0.0,-33.43510448113502,-157.41842678589362,90.520363656626,تزریقات در منزل,پزشکی و پرستاری,33.43510448113502,157.41842678589362,90.520363656626,yhat_diff
(1404-05),0.0,-14.185260988368189,-137.01572686567582,109.42984736607195,تزریقات در منزل,پزشکی و پرستاری,14.185260988368189,137.01572686567582,109.42984736607195,yhat_diff
(1404-06),0.0,-59.57070755062706,-183.40540650015967,63.373920631541104,تزریقات در منزل,پزشکی و پرستاری,59.57070755062706,183.40540650015967,63.373920631541104,yhat_diff
(1404-07),0.0,-71.30479945823797,-191.731920471412,46.37304102461903,تزریقات در منزل,پزشکی و پرستاری,71.30479945823797,191.731920471412,46.37304102461903,yhat_high_diff
(1404-08),0.0,-63.502300080270025,-184.89459741542169,55.755928790653066,تزریقات در منزل,پزشکی و پرستاری,63.502300080270025,184.89459741542169,55.755928790653066,yhat_high_diff
