shamsi_year_month,y,yhat,yhat_lower,yhat_upper,service,category
(1401-01),173.0,162.38507238452237,9.160520308330176,314.8767515420166,آچار فرانسه,خدمات و تعمیرات ساختمان
(1401-02),123.0,129.98865528680267,-17.37880065397332,277.56192188059623,آچار فرانسه,خدمات و تعمیرات ساختمان
(1401-03),193.0,198.21006785396872,45.520217267312695,350.7218710391104,آچار فرانسه,خدمات و تعمیرات ساختمان
(1401-04),229.0,246.10157622485383,94.8268771344998,397.174236924649,آچار فرانسه,خدمات و تعمیرات ساختمان
(1401-05),278.0,241.33862627298544,87.4787679908966,392.1558136010592,آچار فرانسه,خدمات و تعمیرات ساختمان
(1401-06),240.0,197.1334759770264,49.59080802747403,345.892320828476,آچار فرانسه,خدمات و تعمیرات ساختمان
(1401-07),163.0,163.03243584603285,15.228651455654054,310.34748157033715,آچار فرانسه,خدمات و تعمیرات ساختمان
(1401-08),159.0,156.84734116704172,14.777264271512928,300.07298594963083,آچار فرانسه,خدمات و تعمیرات ساختمان
(1401-09),146.0,155.31425189972677,9.691782987557763,303.379735790031,آچار فرانسه,خدمات و تعمیرات ساختمان
(1401-10),135.0,151.10562267107505,10.135662119202088,293.1773873847804,آچار فرانسه,خدمات و تعمیرات ساختمان
(1401-11),171.0,166.7931674806634,18.38225629761111,316.75788624945443,آچار فرانسه,خدمات و تعمیرات ساختمان
(1401-12),228.0,303.2673959958083,166.36381367264315,442.5243210511206,آچار فرانسه,خدمات و تعمیرات ساختمان
(1402-01),201.0,200.54677541904024,49.06823477670033,353.3994634670745,آچار فرانسه,خدمات و تعمیرات ساختمان
(1402-02),199.0,176.7710481060194,25.01094451813756,330.5634499917366,آچار فرانسه,خدمات و تعمیرات ساختمان
(1402-03),251.0,251.2046014514716,98.63009850980464,404.1052105283964,آچار فرانسه,خدمات و تعمیرات ساختمان
(1402-04),282.0,311.01615028809744,160.12625048861312,463.6831098487513,آچار فرانسه,خدمات و تعمیرات ساختمان
(1402-05),310.0,314.9864880218051,161.2891087086418,467.0579472568982,آچار فرانسه,خدمات و تعمیرات ساختمان
(1402-06),286.0,289.5190319567117,136.93025790336358,440.66959265761847,آچار فرانسه,خدمات و تعمیرات ساختمان
(1402-07),277.0,254.4147101317276,107.35752829742664,402.2847782118261,آچار فرانسه,خدمات و تعمیرات ساختمان
(1402-08),263.0,264.73861552605285,118.75917408910644,414.6527464269071,آچار فرانسه,خدمات و تعمیرات ساختمان
(1402-09),261.0,268.54526499116,120.57808284174575,417.0611274191786,آچار فرانسه,خدمات و تعمیرات ساختمان
(1402-10),301.0,277.9109156258488,129.5082812288844,425.235210486219,آچار فرانسه,خدمات و تعمیرات ساختمان
(1402-11),305.0,297.4855399174035,149.56898908221268,443.6686840496752,آچار فرانسه,خدمات و تعمیرات ساختمان
(1402-12),546.0,445.7018384890862,303.03432605279846,589.9524554695151,آچار فرانسه,خدمات و تعمیرات ساختمان
(1403-01),288.0,352.0903936233505,199.15634035282653,504.4264761284178,آچار فرانسه,خدمات و تعمیرات ساختمان
(1403-02),318.0,328.1153423655218,175.63446154783304,481.1911173329927,آچار فرانسه,خدمات و تعمیرات ساختمان
(1403-03),400.0,405.62335917763073,253.4329005405979,557.1535897273208,آچار فرانسه,خدمات و تعمیرات ساختمان
(1403-04),506.0,463.8892567022524,308.7805369990119,616.4005975265844,آچار فرانسه,خدمات و تعمیرات ساختمان
(1403-05),437.0,469.0654665724182,316.2899161235113,619.9027582965481,آچار فرانسه,خدمات و تعمیرات ساختمان
(1403-06),402.0,445.42544460978905,294.81735672486656,597.986532892205,آچار فرانسه,خدمات و تعمیرات ساختمان
(1403-07),389.0,402.48190664521286,253.9668135819968,549.685355832563,آچار فرانسه,خدمات و تعمیرات ساختمان
(1403-08),411.0,413.8449221368588,265.9540648812022,561.7893309841925,آچار فرانسه,خدمات و تعمیرات ساختمان
(1403-09),431.0,419.12667380067273,271.5407401853958,567.1231764589642,آچار فرانسه,خدمات و تعمیرات ساختمان
(1403-10),409.0,425.56873238067993,276.30068250021696,573.3910082319977,آچار فرانسه,خدمات و تعمیرات ساختمان
(1403-11),445.0,446.9406921089098,299.8402810973172,596.8503166207043,آچار فرانسه,خدمات و تعمیرات ساختمان
(1403-12),651.0,608.7895289012828,461.2501053227826,756.7769477729593,آچار فرانسه,خدمات و تعمیرات ساختمان
(1404-01),0.0,503.86653245317126,350.899488855403,655.2321151373401,آچار فرانسه,خدمات و تعمیرات ساختمان
(1404-02),0.0,481.87356102983887,332.47088546752144,634.0903829872665,آچار فرانسه,خدمات و تعمیرات ساختمان
(1404-03),0.0,563.555528483334,410.6175390923168,716.8514274423891,آچار فرانسه,خدمات و تعمیرات ساختمان
(1404-04),0.0,616.7912321755122,464.19012680073206,767.0979577516666,آچار فرانسه,خدمات و تعمیرات ساختمان
(1404-05),0.0,625.637273542976,474.332010161638,778.2311083716097,آچار فرانسه,خدمات و تعمیرات ساختمان
(1404-06),0.0,596.0244246559988,444.4364587748207,748.0002184334687,آچار فرانسه,خدمات و تعمیرات ساختمان
(1404-07),0.0,552.0732738959625,404.79622846426446,700.4912834922025,آچار فرانسه,خدمات و تعمیرات ساختمان
(1404-08),0.0,565.3396468483417,417.6588092321241,712.6418233738756,آچار فرانسه,خدمات و تعمیرات ساختمان
(1404-09),0.0,567.1490345298579,420.3041728252029,715.4180427969287,آچار فرانسه,خدمات و تعمیرات ساختمان
(1404-10),0.0,574.9346209722324,428.0741090235516,721.1793966080218,آچار فرانسه,خدمات و تعمیرات ساختمان
(1404-11),0.0,597.8074622057668,451.654145122286,745.3238066879962,آچار فرانسه,خدمات و تعمیرات ساختمان
(1404-12),0.0,736.6890564807659,592.8548812741833,880.2357553926449,آچار فرانسه,خدمات و تعمیرات ساختمان
(1401-01),739.0,766.0845815791005,-30.645664814634102,1574.2060031235665,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1401-02),1347.0,1494.34957437171,693.1359715420579,2292.2472737012054,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1401-03),2237.0,2074.4741706142977,1262.9645692835854,2864.0156707303177,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1401-04),3103.0,2605.787180781895,1803.8273485253217,3411.2166360071265,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1401-05),1779.0,2065.8448692111465,1246.6037295215265,2861.779953350416,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1401-06),1831.0,1983.554722602735,1177.2883968478914,2777.567738628123,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1401-07),1293.0,1387.7681639143032,615.2133411388727,2165.418895270289,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1401-08),1200.0,1143.45734255985,370.11707824037416,1914.65788948066,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1401-09),1182.0,963.9743434638584,183.2613223356487,1735.018090266605,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1401-10),1416.0,1205.3415289961754,435.86022162902566,1980.0767439152175,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1401-11),947.0,1059.9556754299947,282.45398695653967,1840.6758178581051,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1401-12),758.0,959.969027344423,202.3268377854486,1716.0084093540331,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1402-01),395.0,414.32730982903865,-385.9830715046013,1216.000672316574,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1402-02),1066.0,1076.1471045564672,272.5348225711724,1881.77816483239,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1402-03),1450.0,1734.556708790478,927.6230594010744,2537.49556452779,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1402-04),2308.0,2304.255013843385,1496.8778699989673,3109.1919377279496,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1402-05),1890.0,1829.0361964623,1025.192063220898,2628.432510998428,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1402-06),1963.0,1845.4008520024356,1033.9273605596477,2652.776843979134,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1402-07),1281.0,1209.6129330410852,423.3836645825499,1980.970317605508,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1402-08),1199.0,1072.2832626643317,295.21609820494484,1850.03696850558,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1402-09),976.0,976.1133812121352,197.68607273000129,1752.6091897703425,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1402-10),968.0,1193.9555247156734,418.97076227353097,1975.2003350977352,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1402-11),1152.0,1159.433111936388,383.3820550037528,1930.120600402616,اسباب کشی با خاور و کامیون,باربری و جابجایی
(1402-12),1206.0,1126.6308992453462,372.8714658576408,1878.8251389469929,اسباب کشی با خاور و کامیون,باربری و جابجایی
