shamsi_year_month,y,yhat,yhat_lower,yhat_upper,service,yhat_diff,yhat_low_diff,yhat_high_diff,min_diff_label
(1404-12),0.0,736.6890564807659,592.4518429332506,879.3308439337562,آچار فرانسه,736.6890564807659,592.4518429332506,879.3308439337562,yhat_low_diff
(1401-01),739.0,766.0845815791005,-40.52401192318494,1569.2511263571678,اسباب کشی با خاور و کامیون,27.084581579100472,779.524011923185,830.2511263571678,yhat_diff
(1401-02),1347.0,1494.34957437171,693.7058928748271,2296.9110526133745,اسباب کشی با خاور و کامیون,147.3495743717101,653.2941071251729,949.9110526133745,yhat_diff
(1401-03),2237.0,2074.4741706142977,1278.0391239187238,2882.696006566303,اسباب کشی با خاور و کامیون,162.5258293857023,958.9608760812762,645.6960065663029,yhat_diff
(1401-04),3103.0,2605.787180781895,1800.4584955449525,3406.730360304174,اسباب کشی با خاور و کامیون,497.21281921810487,1302.5415044550475,303.73036030417416,yhat_high_diff
(1401-05),1779.0,2065.8448692111465,1265.248724031362,2865.0260365531226,اسباب کشی با خاور و کامیون,286.8448692111465,513.7512759686381,1086.0260365531226,yhat_diff
(1401-06),1831.0,1983.554722602735,1183.3133651376438,2777.643948393128,اسباب کشی با خاور و کامیون,152.55472260273496,647.6866348623562,946.6439483931281,yhat_diff
(1401-07),1293.0,1387.7681639143032,603.6627000549986,2167.6344769667803,اسباب کشی با خاور و کامیون,94.76816391430316,689.3372999450014,874.6344769667803,yhat_diff
(1401-08),1200.0,1143.45734255985,371.1499439379939,1926.6946000993207,اسباب کشی با خاور و کامیون,56.542657440149924,828.8500560620062,726.6946000993207,yhat_diff
(1401-09),1182.0,963.9743434638584,184.95231680428068,1742.5870929386956,اسباب کشی با خاور و کامیون,218.02565653614158,997.0476831957193,560.5870929386956,yhat_diff
(1401-10),1416.0,1205.3415289961754,435.97504469810696,1975.3226907755031,اسباب کشی با خاور و کامیون,210.65847100382462,980.024955301893,559.3226907755031,yhat_diff
(1401-11),947.0,1059.9556754299947,281.8700161085635,1831.134448862124,اسباب کشی با خاور و کامیون,112.9556754299947,665.1299838914365,884.1344488621239,yhat_diff
(1401-12),758.0,959.969027344423,206.02636105243323,1712.287571489746,اسباب کشی با خاور و کامیون,201.969027344423,551.9736389475668,954.2875714897459,yhat_diff
(1402-01),395.0,414.32730982903865,-385.84770118265226,1217.6197886436123,اسباب کشی با خاور و کامیون,19.327309829038654,780.8477011826523,822.6197886436123,yhat_diff
(1402-02),1066.0,1076.1471045564672,277.240287849218,1882.770158206248,اسباب کشی با خاور و کامیون,10.147104556467184,788.759712150782,816.770158206248,yhat_diff
(1402-03),1450.0,1734.556708790478,920.9408524206845,2545.031054695859,اسباب کشی با خاور و کامیون,284.55670879047807,529.0591475793155,1095.031054695859,yhat_diff
(1402-04),2308.0,2304.255013843385,1501.4243199720506,3113.004797735596,اسباب کشی با خاور و کامیون,3.7449861566151412,806.5756800279494,805.0047977355962,yhat_diff
(1402-05),1890.0,1829.0361964623,1019.248828758696,2631.162119252685,اسباب کشی با خاور و کامیون,60.96380353769996,870.751171241304,741.162119252685,yhat_diff
(1402-06),1963.0,1845.400852002436,1029.7276433165537,2648.2667579399904,اسباب کشی با خاور و کامیون,117.59914799756393,933.2723566834463,685.2667579399904,yhat_diff
(1402-07),1281.0,1209.6129330410852,435.3990890238434,1987.2522342082696,اسباب کشی با خاور و کامیون,71.38706695891483,845.6009109761567,706.2522342082696,yhat_diff
(1402-08),1199.0,1072.2832626643317,291.7666788089476,1849.830437663438,اسباب کشی با خاور و کامیون,126.71673733566831,907.2333211910525,650.830437663438,yhat_diff
(1402-09),976.0,976.1133812121352,199.91090080849364,1750.3549534691704,اسباب کشی با خاور و کامیون,0.11338121213520935,776.0890991915064,774.3549534691704,yhat_diff
(1402-10),968.0,1193.9555247156734,418.74678302721736,1969.837972921708,اسباب کشی با خاور و کامیون,225.9555247156734,549.2532169727826,1001.8379729217079,yhat_diff
(1402-11),1152.0,1159.433111936388,392.27777874440494,1932.007204699653,اسباب کشی با خاور و کامیون,7.433111936388059,759.7222212555951,780.0072046996529,yhat_diff
(1402-12),1206.0,1126.6308992453462,372.4544161823709,1879.980260934003,اسباب کشی با خاور و کامیون,79.3691007546538,833.5455838176291,673.9802609340029,yhat_diff
(1403-01),595.0,705.0382084537003,-89.70734966251703,1498.7410295070945,اسباب کشی با خاور و کامیون,110.03820845370035,684.707349662517,903.7410295070945,yhat_diff
(1403-02),1492.0,1339.026585867311,527.6054967424257,2148.8989554151067,اسباب کشی با خاور و کامیون,152.97341413268896,964.3945032575743,656.8989554151067,yhat_diff
(1403-03),2165.0,2156.204247300824,1345.228545607153,2945.8628342142774,اسباب کشی با خاور و کامیون,8.795752699175864,819.7714543928471,780.8628342142774,yhat_diff
(1403-04),2419.0,2721.7452943502567,1916.7146767811653,3530.115778763421,اسباب کشی با خاور و کامیون,302.7452943502567,502.2853232188347,1111.115778763421,yhat_diff
(1403-05),2498.0,2364.2571519405183,1557.1241218757366,3164.5844343968383,اسباب کشی با خاور و کامیون,133.74284805948173,940.8758781242634,666.5844343968383,yhat_diff
(1403-06),2619.0,2442.517055516901,1642.6238535964856,3249.31187447492,اسباب کشی با خاور و کامیون,176.4829444830989,976.3761464035144,630.3118744749199,yhat_diff
(1403-07),1757.0,1870.5741371991776,1092.4920488387304,2652.2739960898566,اسباب کشی با خاور و کامیون,113.57413719917758,664.5079511612696,895.2739960898566,yhat_diff
(1403-08),1613.0,1807.7909125874849,1028.4875505140944,2589.8652818446744,اسباب کشی با خاور و کامیون,194.79091258748485,584.5124494859056,976.8652818446744,yhat_diff
(1403-09),1650.0,1823.7389392426803,1044.0538821790487,2586.192202724038,اسباب کشی با خاور و کامیون,173.73893924268032,605.9461178209513,936.192202724038,yhat_diff
(1403-10),2050.0,2010.4339624441257,1245.019578627074,2790.7337045277486,اسباب کشی با خاور و کامیون,39.566037555874345,804.980421372926,740.7337045277486,yhat_diff
(1403-11),2242.0,2099.062763222179,1323.5394160186815,2881.4345030774684,اسباب کشی با خاور و کامیون,142.937236777821,918.4605839813185,639.4345030774684,yhat_diff
(1403-12),2369.0,2166.419838680388,1379.1873303508046,2938.873715420014,اسباب کشی با خاور و کامیون,202.58016131961222,989.8126696491954,569.8737154200139,yhat_diff
(1404-01),969.0,1735.5918390708669,936.9897056641054,2534.37182165474,اسباب کشی با خاور و کامیون,766.5918390708669,32.01029433589463,1565.37182165474,yhat_low_diff
(1404-02),2184.0,2485.1088242693104,1678.2866965315911,3287.256630181081,اسباب کشی با خاور و کامیون,301.1088242693104,505.71330346840887,1103.2566301810812,yhat_diff
(1404-03),3119.0,3361.5290222562826,2557.3996485184907,4155.679593369244,اسباب کشی با خاور و کامیون,242.5290222562826,561.6003514815093,1036.6795933692438,yhat_diff
(1404-04),3147.0,3841.5363028450206,3033.6460530475897,4639.46453563097,اسباب کشی با خاور و کامیون,694.5363028450206,113.3539469524103,1492.4645356309702,yhat_low_diff
(1404-05),3173.0,3622.3679508131568,2827.9054631040294,4435.279797993325,اسباب کشی با خاور و کامیون,449.36795081315677,345.0945368959706,1262.2797979933248,yhat_low_diff
(1404-06),3424.0,3530.1165115313247,2730.319861932853,4330.877430887407,اسباب کشی با خاور و کامیون,106.1165115313247,693.6801380671468,906.8774308874072,yhat_diff
(1404-07),2552.0,3017.4038368843508,2233.134201895639,3796.875835385053,اسباب کشی با خاور و کامیون,465.40383688435077,318.86579810436115,1244.875835385053,yhat_low_diff
(1404-08),2649.0,3029.7926970911635,2248.5321565085533,3811.181407239458,اسباب کشی با خاور و کامیون,380.7926970911635,400.46784349144673,1162.1814072394582,yhat_diff
(1404-09),0.0,2876.797989755244,2089.293516318708,3660.6066159757934,اسباب کشی با خاور و کامیون,2876.797989755244,2089.293516318708,3660.6066159757934,yhat_low_diff
(1404-10),0.0,3172.320960729969,2399.1095356953565,3970.939552337653,اسباب کشی با خاور و کامیون,3172.320960729969,2399.1095356953565,3970.939552337653,yhat_low_diff
(1404-11),0.0,3278.570071227873,2496.048264880634,4066.073303835141,اسباب کشی با خاور و کامیون,3278.570071227873,2496.048264880634,4066.073303835141,yhat_low_diff
(1404-12),0.0,3224.217153439923,2466.0229253949096,4004.335410332793,اسباب کشی با خاور و کامیون,3224.217153439923,2466.0229253949096,4004.335410332793,yhat_low_diff
(1401-01),219.0,253.5969850418101,53.11111258652915,452.55809397023086,اصلاح صورت و ابرو بانوان,34.596985041810086,165.88888741347085,233.55809397023086,yhat_diff
(1401-02),255.0,264.828219164364,65.96851050679335,461.418644291601,اصلاح صورت و ابرو بانوان,9.828219164363986,189.03148949320666,206.41864429160103,yhat_diff
(1401-03),281.0,263.56809494482405,65.93168635359972,460.6429784902229,اصلاح صورت و ابرو بانوان,17.431905055175946,215.06831364640027,179.6429784902229,yhat_diff
(1401-04),273.0,285.4811132674652,87.26878572637017,481.9947340195173,اصلاح صورت و ابرو بانوان,12.481113267465219,185.73121427362983,208.9947340195173,yhat_diff
(1401-05),279.0,241.8802031318449,45.71140603218152,438.5351706192803,اصلاح صورت و ابرو بانوان,37.119796868155106,233.28859396781849,159.53517061928028,yhat_diff
(1401-06),208.0,217.00679005824887,17.81428913649806,416.327349432641,اصلاح صورت و ابرو بانوان,9.006790058248868,190.18571086350192,208.32734943264097,yhat_diff
(1401-07),228.0,219.38910780488183,28.110862491780992,412.87038291780846,اصلاح صورت و ابرو بانوان,8.610892195118169,199.889137508219,184.87038291780846,yhat_diff
(1401-08),213.0,198.54987259516767,7.622072040483873,388.9288829670439,اصلاح صورت و ابرو بانوان,14.45012740483233,205.37792795951611,175.92888296704388,yhat_diff
(1401-09),165.0,191.2009397048144,-0.268881980471638,382.7164495001861,اصلاح صورت و ابرو بانوان,26.200939704814402,165.26888198047163,217.71644950018612,yhat_diff
(1401-10),215.0,191.82484877382987,-0.6347525389453013,384.980884712392,اصلاح صورت و ابرو بانوان,23.17515122617013,215.6347525389453,169.98088471239203,yhat_diff
(1401-11),218.0,209.1091862445396,16.959323919956404,401.8432290615916,اصلاح صورت و ابرو بانوان,8.890813755460414,201.0406760800436,183.84322906159161,yhat_diff
(1401-12),485.0,351.8261523599793,167.76262054154247,539.2466547457328,اصلاح صورت و ابرو بانوان,133.1738476400207,317.23737945845755,54.246654745732826,yhat_high_diff
(1402-01),179.0,245.60364342706367,59.1438228411696,432.6011634236359,اصلاح صورت و ابرو بانوان,66.60364342706367,119.8561771588304,253.6011634236359,yhat_diff
(1402-02),253.0,250.97227849149647,53.27762415097743,448.5979201141448,اصلاح صورت و ابرو بانوان,2.0277215085035323,199.72237584902257,195.5979201141448,yhat_diff
(1402-03),204.0,246.74885251501823,47.48783581255304,443.394009785657,اصلاح صورت و ابرو بانوان,42.74885251501823,156.51216418744696,239.39400978565698,yhat_diff
(1402-04),273.0,260.7990631241065,62.20984975239968,460.762779401086,اصلاح صورت و ابرو بانوان,12.20093687589349,210.7901502476003,187.762779401086,yhat_diff
(1402-05),164.0,205.7880475650506,14.300188824275084,398.34977104078,اصلاح صورت و ابرو بانوان,41.78804756505059,149.6998111757249,234.34977104078,yhat_diff
(1402-06),179.0,180.1854588372796,-18.08169792309404,378.0055491294773,اصلاح صورت و ابرو بانوان,1.1854588372796115,197.08169792309405,199.0055491294773,yhat_diff
(1402-07),168.0,180.2712895350074,-14.03411679199321,368.9455508450665,اصلاح صورت و ابرو بانوان,12.271289535007412,182.0341167919932,200.94555084506652,yhat_diff
(1402-08),161.0,155.42571489856016,-36.7348490439924,350.88719549241137,اصلاح صورت و ابرو بانوان,5.574285101439841,197.7348490439924,189.88719549241137,yhat_diff
(1402-09),168.0,145.641378540355,-47.59677353561214,338.1200444506827,اصلاح صورت و ابرو بانوان,22.358621459645008,215.59677353561213,170.1200444506827,yhat_diff
(1402-10),139.0,140.43743537013157,-51.28092550068776,333.07804554546306,اصلاح صورت و ابرو بانوان,1.437435370131567,190.28092550068777,194.07804554546306,yhat_diff
(1402-11),166.0,158.97859179241556,-32.591014322456914,354.177325204441,اصلاح صورت و ابرو بانوان,7.021408207584443,198.5910143224569,188.177325204441,yhat_diff
(1402-12),322.0,301.0731914582293,115.635638701015,484.4868784115217,اصلاح صورت و ابرو بانوان,20.926808541770697,206.364361298985,162.48687841152167,yhat_diff
(1403-01),124.0,198.4051618746898,6.505668701939917,393.1978147071928,اصلاح صورت و ابرو بانوان,74.40516187468981,117.49433129806009,269.1978147071928,yhat_diff
(1403-02),206.0,220.6597649193872,23.09341546109921,419.4534080745594,اصلاح صورت و ابرو بانوان,14.659764919387186,182.9065845389008,213.45340807455938,yhat_diff
(1403-03),256.0,230.7232782997764,29.887188529929432,431.6212361453842,اصلاح صورت و ابرو بانوان,25.27672170022359,226.11281147007057,175.62123614538422,yhat_diff
(1403-04),258.0,257.28499761611226,54.923562129679325,455.94736694899416,اصلاح صورت و ابرو بانوان,0.715002383887736,203.07643787032066,197.94736694899416,yhat_diff
(1403-05),222.0,228.22985091382907,30.785823221638594,427.22247331784337,اصلاح صورت و ابرو بانوان,6.229850913829068,191.2141767783614,205.22247331784337,yhat_diff
(1403-06),220.0,208.9856437535944,7.409676921074655,405.8537602296989,اصلاح صورت و ابرو بانوان,11.014356246405612,212.59032307892534,185.85376022969888,yhat_diff
(1403-07),226.0,218.0975907971146,31.78422149064984,403.1797877927194,اصلاح صورت و ابرو بانوان,7.902409202885394,194.21577850935017,177.17978779271942,yhat_diff
(1403-08),195.0,214.8634290952732,24.832870184192807,402.9812720284151,اصلاح صورت و ابرو بانوان,19.863429095273204,170.1671298158072,207.9812720284151,yhat_diff
(1403-09),253.0,216.9763258739397,24.35242735150746,407.9949972834774,اصلاح صورت و ابرو بانوان,36.023674126060314,228.64757264849254,154.9949972834774,yhat_diff
(1403-10),195.0,229.2396261813738,38.89484698392683,422.4196796123056,اصلاح صورت و ابرو بانوان,34.23962618137381,156.10515301607316,227.41967961230557,yhat_diff
(1403-11),240.0,261.27990501651203,67.45875587270426,452.4922055282148,اصلاح صورت و ابرو بانوان,21.279905016512032,172.54124412729573,212.4922055282148,yhat_diff
(1403-12),465.0,429.0919722048912,236.81137298359508,622.4179036610428,اصلاح صورت و ابرو بانوان,35.90802779510881,228.18862701640492,157.41790366104283,yhat_diff
(1404-01),169.0,325.1215852329729,126.4126920361562,526.0454638214054,اصلاح صورت و ابرو بانوان,156.1215852329729,42.5873079638438,357.0454638214054,yhat_low_diff
(1404-02),231.0,350.9391306330792,150.72456506405837,550.1829700203723,اصلاح صورت و ابرو بانوان,119.93913063307917,80.27543493594163,319.1829700203723,yhat_low_diff
(1404-03),188.0,360.5935675577644,161.45727611693454,558.0441645499643,اصلاح صورت و ابرو بانوان,172.5935675577644,26.542723883065463,370.0441645499643,yhat_low_diff
(1404-04),158.0,388.3580392144983,187.8320565008649,589.3693598266495,اصلاح صورت و ابرو بانوان,230.35803921449832,29.832056500864894,431.36935982664954,yhat_low_diff
(1404-05),186.0,357.8030979907591,158.82116085220449,556.2870272609196,اصلاح صورت و ابرو بانوان,171.8030979907591,27.178839147795514,370.28702726091956,yhat_low_diff
(1404-06),203.0,339.50225181247055,140.4269753375371,537.8769457690089,اصلاح صورت و ابرو بانوان,136.50225181247055,62.5730246624629,334.8769457690089,yhat_low_diff
(1404-07),185.0,351.64644029267413,159.40530399173906,543.7061565102553,اصلاح صورت و ابرو بانوان,166.64644029267413,25.59469600826094,358.70615651025525,yhat_low_diff
(1404-08),149.0,340.51375295227217,146.23300144753136,531.6618393971311,اصلاح صورت و ابرو بانوان,191.51375295227217,2.7669985524686354,382.6618393971311,yhat_low_diff
(1404-09),0.0,342.76875634203617,147.9704833347916,537.3920452639595,اصلاح صورت و ابرو بانوان,342.76875634203617,147.9704833347916,537.3920452639595,yhat_low_diff
(1404-10),0.0,355.0208813049678,160.69481685068055,551.6437922497812,اصلاح صورت و ابرو بانوان,355.0208813049678,160.69481685068055,551.6437922497812,yhat_low_diff
(1404-11),0.0,388.5712254093083,192.8942333290302,582.8731843215858,اصلاح صورت و ابرو بانوان,388.5712254093083,192.8942333290302,582.8731843215858,yhat_low_diff
(1404-12),0.0,538.2096934636012,350.0127348722133,723.7344421729501,اصلاح صورت و ابرو بانوان,538.2096934636012,350.0127348722133,723.7344421729501,yhat_low_diff
(1401-01),159.0,221.86736666668145,90.48742529131766,352.90382115202067,امداد خودرو,62.86736666668145,68.51257470868234,193.90382115202067,yhat_diff
(1401-02),200.0,203.0656873276948,70.26575381391378,334.4085813865023,امداد خودرو,3.0656873276948033,129.73424618608624,134.4085813865023,yhat_diff
(1401-03),250.0,244.2312937146856,111.61300622928266,375.7370879004921,امداد خودرو,5.768706285314408,138.38699377071734,125.7370879004921,yhat_diff
(1401-04),367.0,333.1200995393132,200.5092215987352,465.38350530268485,امداد خودرو,33.87990046068683,166.4907784012648,98.38350530268485,yhat_diff
(1401-05),399.0,356.11438331842646,223.28664371037704,486.9781251598753,امداد خودرو,42.88561668157354,175.71335628962296,87.97812515987528,yhat_diff
(1401-06),305.0,293.53704240055754,162.75642629711894,425.9290576304088,امداد خودرو,11.462957599442461,142.24357370288106,120.9290576304088,yhat_diff
(1401-07),197.0,218.37584487707744,91.29570601731442,344.8696409670122,امداد خودرو,21.37584487707744,105.70429398268558,147.86964096701217,yhat_diff
(1401-08),197.0,197.2351099281942,69.07452764660866,324.62743838710907,امداد خودرو,0.2351099281941913,127.92547235339134,127.62743838710907,yhat_diff
(1401-09),199.0,201.40826423277647,73.96736899286451,326.8283537277221,امداد خودرو,2.4082642327764745,125.03263100713549,127.82835372772212,yhat_diff
(1401-10),287.0,216.03483751933507,89.41690105936318,344.299112887396,امداد خودرو,70.96516248066493,197.58309894063683,57.29911288739601,yhat_high_diff
(1401-11),245.0,212.91879867853973,85.4273744354287,339.93671626557534,امداد خودرو,32.08120132146027,159.5726255645713,94.93671626557534,yhat_diff
(1401-12),187.0,213.42117965204704,91.5025376763408,338.1912351762033,امداد خودرو,26.421179652047044,95.4974623236592,151.1912351762033,yhat_diff
(1402-01),202.0,168.10337666349517,37.56177203825395,300.17304110419525,امداد خودرو,33.89662333650483,164.43822796174607,98.17304110419525,yhat_diff
(1402-02),114.0,138.66814612871764,12.228567268370712,266.7239323225504,امداد خودرو,24.668146128717638,101.77143273162929,152.7239323225504,yhat_diff
(1402-03),152.0,166.10639656386994,43.43334924884701,289.9578488827064,امداد خودرو,14.106396563869936,108.56665075115299,137.9578488827064,yhat_diff
(1402-04),243.0,263.4152820678142,131.03871437356628,394.4028839200376,امداد خودرو,20.41528206781419,111.96128562643372,151.4028839200376,yhat_diff
(1402-05),232.0,282.70180869039905,150.81165113403983,415.1244186264005,امداد خودرو,50.70180869039905,81.18834886596017,183.12441862640048,yhat_diff
(1402-06),198.0,222.56406009708,90.40421686982464,353.9693895320306,امداد خودرو,24.564060097079988,107.59578313017536,155.96938953203062,yhat_diff
(1402-07),151.0,149.95289754987374,20.80044119439174,274.4952267745364,امداد خودرو,1.0471024501262605,130.19955880560826,123.49522677453638,yhat_diff
(1402-08),140.0,134.56711135668385,7.690032829880521,262.5322636604856,امداد خودرو,5.432888643316147,132.30996717011948,122.53226366048563,yhat_diff
(1402-09),133.0,140.05897294532318,15.670118909870324,262.89475074072294,امداد خودرو,7.058972945323177,117.32988109012967,129.89475074072294,yhat_diff
(1402-10),143.0,159.87193546702954,35.53535287789801,281.6338420275108,امداد خودرو,16.871935467029544,107.46464712210198,138.6338420275108,yhat_diff
(1402-11),147.0,167.49608831802254,41.08469821340965,295.0326379216606,امداد خودرو,20.496088318022544,105.91530178659035,148.03263792166058,yhat_diff
(1402-12),174.0,169.71628303835797,51.69698416340084,288.627703407017,امداد خودرو,4.283716961642028,122.30301583659916,114.62770340701701,yhat_diff
(1403-01),145.0,133.11907765569828,5.658421225230303,261.0684130925633,امداد خودرو,11.880922344301723,139.3415787747697,116.06841309256328,yhat_diff
(1403-02),141.0,114.32707764346426,-16.573019904959114,247.4920998861741,امداد خودرو,26.672922356535736,157.57301990495912,106.49209988617409,yhat_diff
(1403-03),166.0,152.67179278259783,24.20892152573628,279.1057493536409,امداد خودرو,13.328207217402166,141.7910784742637,113.10574935364087,yhat_diff
(1403-04),237.0,248.55501599839752,117.15711856751024,379.43919694702015,امداد خودرو,11.555015998397522,119.84288143248976,142.43919694702015,yhat_diff
(1403-05),263.0,274.7095990721514,143.01030426623186,406.198694147902,امداد خودرو,11.709599072151377,119.98969573376814,143.19869414790202,yhat_diff
