shamsi_year_month,y,yhat,yhat_lower,yhat_upper,category
(1404-09),0.0,76.60739609895558,21.18305531180082,132.0069665160329,تندرستی و ورزش
(1404-10),0.0,58.18409084479635,2.813227315174188,113.89396945720833,تندرستی و ورزش
(1404-11),0.0,62.163157600447065,7.118748259836666,118.37780720753017,تندرستی و ورزش
(1404-12),0.0,57.53411927634396,4.05118715758836,111.3797156382637,تندرستی و ورزش
(1405-01),0.0,59.229554811837204,1.7680788770839735,116.7640332937519,تندرستی و ورزش
(1405-02),0.0,61.53499944634274,3.9897085348830927,119.08926255710341,تندرستی و ورزش
(1405-03),0.0,64.38880999965252,6.826504963419038,121.8016763140981,تندرستی و ورزش
(1405-04),0.0,55.71796171087226,-1.1385215882173845,113.87139051523594,تندرستی و ورزش
(1405-05),0.0,66.96081712247091,9.921242386692501,123.96704890717221,تندرستی و ورزش
(1405-06),0.0,57.96661761959291,4.52436271361546,111.37906446389849,تندرستی و ورزش
(1401-01),304.0,395.30139285530083,220.78429059594225,570.2895090069484,حیوانات خانگی
(1401-02),411.0,353.1653438304034,178.6688109730388,529.444877148856,حیوانات خانگی
(1401-03),373.0,318.28170760055485,144.83236571452775,490.46418158354743,حیوانات خانگی
(1401-04),300.0,316.2525950571538,142.79084058237981,491.07482381187435,حیوانات خانگی
(1401-05),281.0,293.55483642992704,119.1823190963048,467.4518723935315,حیوانات خانگی
(1401-06),256.0,263.3751988662772,89.60506368003696,438.9363793413119,حیوانات خانگی
(1401-07),217.0,261.67586127995406,92.95775625065617,429.29746780624066,حیوانات خانگی
(1401-08),235.0,263.7988893486059,95.6584823377912,432.4310003179351,حیوانات خانگی
(1401-09),317.0,283.0892847003363,114.09215742196442,452.6480974588204,حیوانات خانگی
(1401-10),480.0,333.6341552560011,164.2962349831482,505.1141324376695,حیوانات خانگی
(1401-11),432.0,318.88176455817455,150.06429628471722,487.5738514776616,حیوانات خانگی
(1401-12),478.0,394.44260397754795,229.1622044433841,557.3194056639835,حیوانات خانگی
(1402-01),439.0,401.36289607005887,226.06451172099318,574.4017332137851,حیوانات خانگی
(1402-02),274.0,356.49056431693975,184.1982870730693,530.2686288305903,حیوانات خانگی
(1402-03),244.0,322.62222084348804,149.38802046669298,498.41963562219183,حیوانات خانگی
(1402-04),283.0,319.6475123870312,144.59107832245803,494.4079093083506,حیوانات خانگی
(1402-05),295.0,297.84475619183553,123.1801878082651,471.4343755287175,حیوانات خانگی
(1402-06),248.0,268.0793191653012,91.56463850162162,440.36099081789865,حیوانات خانگی
(1402-07),236.0,265.90729957887186,95.68193732608121,433.46751741911714,حیوانات خانگی
(1402-08),244.0,268.69599794696643,100.79987609855034,439.20905322007286,حیوانات خانگی
(1402-09),221.0,288.24051796262546,116.8984834937383,457.5008308914541,حیوانات خانگی
(1402-10),222.0,339.84385497304174,170.0616508372105,508.4273985238053,حیوانات خانگی
(1402-11),208.0,326.97213039159897,159.16243563044623,495.1518699460324,حیوانات خانگی
(1402-12),369.0,400.24090865927417,237.6531899305039,563.1379774143711,حیوانات خانگی
(1403-01),370.0,413.24115720709057,238.51297989671284,589.1828339977923,حیوانات خانگی
(1403-02),327.0,366.7851365548932,192.52532353599142,542.9179760222527,حیوانات خانگی
(1403-03),371.0,336.00391830080287,160.81359009929312,509.82283305849904,حیوانات خانگی
(1403-04),419.0,332.5339604744338,157.7095466450505,507.62600419516116,حیوانات خانگی
(1403-05),392.0,312.39401082234565,136.87380413302088,487.9170611711211,حیوانات خانگی
(1403-06),318.0,283.0645517509894,108.21823653885488,458.6922870936837,حیوانات خانگی
(1403-07),347.0,281.02062641043636,113.09428272495637,450.0019152001206,حیوانات خانگی
(1403-08),350.0,285.3031444346762,114.92347869707265,454.0413265168026,حیوانات خانگی
(1403-09),342.0,303.67860306389326,133.33682679419226,471.9789922467358,حیوانات خانگی
(1403-10),330.0,356.81728643090713,186.9899015453665,525.5509214948843,حیوانات خانگی
(1403-11),329.0,344.2051215166437,175.9735736825133,513.7754174490002,حیوانات خانگی
(1403-12),488.0,433.23336689597943,263.97562299374425,600.3214633894497,حیوانات خانگی
(1404-01),441.0,425.22648576871507,250.61225646609887,601.357488733703,حیوانات خانگی
(1404-02),414.0,384.93243134020406,210.20283753173254,561.1326887283399,حیوانات خانگی
