shamsi_year_month,y,yhat,yhat_lower,yhat_upper,category
(1401-10),128.0,129.789965333759,36.66044807025859,222.53487173521378,تعمیرات موبایل
(1401-11),136.0,110.517263786949,18.442621504285107,203.3992157342414,تعمیرات موبایل
(1401-12),129.0,125.81422787353905,35.177420471468466,215.30742751267954,تعمیرات موبایل
(1402-01),100.0,113.27900393650754,16.851306807220805,209.24336251852372,تعمیرات موبایل
(1402-02),64.0,115.87611376552853,19.973616713851065,212.29767856966475,تعمیرات موبایل
(1402-03),90.0,89.77949349239239,-6.172584221639225,185.17638227943993,تعمیرات موبایل
(1402-04),70.0,111.79549884996489,16.971271924154344,207.27559197977212,تعمیرات موبایل
(1402-05),86.0,138.06610814079204,41.546650873993954,234.29468793786356,تعمیرات موبایل
(1402-06),76.0,121.09783713601598,24.03442776084439,218.12380482940932,تعمیرات موبایل
(1402-07),91.0,127.73740039092344,36.481351156694416,221.48436859765707,تعمیرات موبایل
(1402-08),123.0,153.51802174294278,59.98088244419163,245.89784462706618,تعمیرات موبایل
(1402-09),166.0,157.02777268323814,64.12625774522219,249.24774497044035,تعمیرات موبایل
(1402-10),136.0,155.2265894728,62.83068075440411,249.36231399726503,تعمیرات موبایل
(1402-11),107.0,136.263422235283,44.86325262478216,230.8259442495289,تعمیرات موبایل
(1402-12),142.0,151.15857534396702,62.18586653870323,241.89290163541466,تعمیرات موبایل
(1403-01),149.0,141.68618428575593,44.61112520973302,237.1168541543966,تعمیرات موبایل
(1403-02),145.0,148.12762384852343,52.50985537137023,243.5642915590584,تعمیرات موبایل
(1403-03),133.0,120.91129646213949,25.62649009903348,216.9954444446336,تعمیرات موبایل
(1403-04),176.0,145.7902430137384,48.9299672751934,241.85296590945907,تعمیرات موبایل
(1403-05),206.0,172.23165112312776,75.36491063080427,267.6828197554239,تعمیرات موبایل
(1403-06),161.0,157.02911554211076,60.7374843044955,253.16620112402225,تعمیرات موبایل
(1403-07),189.0,162.56635225622463,70.4236176276915,254.59628744910663,تعمیرات موبایل
(1403-08),222.0,188.35189033510395,96.65768673317108,282.4869528725272,تعمیرات موبایل
(1403-09),226.0,191.95059658530062,99.13306281483041,285.35263559376585,تعمیرات موبایل
(1403-10),195.0,192.72344851963916,99.2737955441207,285.81214323109555,تعمیرات موبایل
(1403-11),188.0,172.1463840610501,79.05763523773717,264.8024010567476,تعمیرات موبایل
(1403-12),202.0,191.7465518487037,98.49428995443253,285.0759915056499,تعمیرات موبایل
(1404-01),182.0,180.3176426071421,84.09809450618482,276.6925928437019,تعمیرات موبایل
(1404-02),202.0,184.5316917830158,88.78092173626912,281.43665853318487,تعمیرات موبایل
(1404-03),124.0,157.45803823907013,62.26259061318749,253.34104971109934,تعمیرات موبایل
(1404-04),182.0,185.4897100655294,88.54753671967826,280.73992069384394,تعمیرات موبایل
(1404-05),202.0,207.41245490322032,112.14717607968511,302.13057641240954,تعمیرات موبایل
(1404-06),189.0,196.7622436503317,100.86581128134458,293.9415545805429,تعمیرات موبایل
(1404-07),165.0,198.73281941608056,105.80179300364456,291.4615293599181,تعمیرات موبایل
(1404-08),219.0,223.30766838370786,129.72105069545273,316.06326081647074,تعمیرات موبایل
(1404-09),0.0,230.6371638180501,137.95737608935315,324.4767366441527,تعمیرات موبایل
(1404-10),0.0,228.31162633598808,135.7526251505523,320.33470726016526,تعمیرات موبایل
(1404-11),0.0,207.04362864353743,113.12992825616027,301.34647546714865,تعمیرات موبایل
(1404-12),0.0,220.57348786185503,129.71066972274548,311.061279994559,تعمیرات موبایل
(1405-01),0.0,219.3014297169344,123.08130000560902,314.2777461998944,تعمیرات موبایل
(1405-02),0.0,220.92572926854834,125.19068803152419,316.9345092729865,تعمیرات موبایل
(1405-03),0.0,196.04124814780513,99.1743250448012,291.23936756021135,تعمیرات موبایل
(1405-04),0.0,222.13952143956314,125.89192939178614,317.8868785425924,تعمیرات موبایل
(1405-05),0.0,245.38278782035624,148.71501407617362,341.7266322480535,تعمیرات موبایل
(1405-06),0.0,233.88079383620126,137.71935479831282,330.22803439726266,تعمیرات موبایل
(1401-01),7.0,12.548285904246317,-8.391525172473504,33.73076055298459,تندرستی و ورزش
(1401-02),17.0,17.930873807592093,-5.885731035291473,41.60492497751107,تندرستی و ورزش
(1401-03),14.0,15.709829965054533,-8.931372941252766,40.563532229622204,تندرستی و ورزش
(1401-04),10.0,14.931641210484475,-10.74499545411158,41.12225286800359,تندرستی و ورزش
(1401-05),18.0,16.93601377430344,-5.106305545586719,39.39977904220933,تندرستی و ورزش
(1401-06),28.0,16.60314853816067,-5.326411018914584,38.826625202577844,تندرستی و ورزش
(1401-07),26.0,21.886984764584312,-2.050525619217362,45.628649014465296,تندرستی و ورزش
(1401-08),26.0,26.020703501186606,0.21235750537655354,51.53377286198908,تندرستی و ورزش
(1401-09),35.0,34.269759721067814,7.430704401488994,61.01519107220935,تندرستی و ورزش
(1401-10),32.0,22.912641505055007,-0.8682884064269951,46.808161039108036,تندرستی و ورزش
(1401-11),15.0,19.283783272061683,-6.396706129267787,45.13803870468175,تندرستی و ورزش
(1401-12),15.0,14.215923345779323,-6.6507958744580415,35.40134670123971,تندرستی و ورزش
(1402-01),13.0,11.261067247996627,-13.805894368535798,36.36146096418461,تندرستی و ورزش
(1402-02),15.0,16.745511476645106,-10.426893794461646,43.17527960502498,تندرستی و ورزش
(1402-03),9.0,11.449445587697605,-11.323611991871944,34.20162463659693,تندرستی و ورزش
(1402-04),7.0,8.837541894561346,-12.424074141995185,30.120557168892155,تندرستی و ورزش
(1402-05),13.0,16.441944906368175,-9.314958575171051,42.35262896517495,تندرستی و ورزش
(1402-06),12.0,15.534460186918682,-8.332747701847577,39.74510656456827,تندرستی و ورزش
(1402-07),9.0,21.207286893108023,-5.698735710373353,47.85287692012795,تندرستی و ورزش
(1402-08),14.0,21.317222375751516,-2.844594687124363,45.399077364572676,تندرستی و ورزش
(1402-09),28.0,28.372379258790254,4.260044218818889,52.265436215512885,تندرستی و ورزش
(1402-10),17.0,17.867532605191915,-3.499936479311044,39.23384700258759,تندرستی و ورزش
(1402-11),17.0,16.664608758455934,-9.872021065695442,43.27925560830428,تندرستی و ورزش
(1402-12),14.0,14.29846385681256,-10.33904732758974,38.94227481405123,تندرستی و ورزش
(1403-01),8.0,7.092866681950237,-15.707739814093967,30.100660789936125,تندرستی و ورزش
(1403-02),20.0,13.590909602636401,-12.266298907189121,39.3394511395007,تندرستی و ورزش
(1403-03),13.0,10.275438555707035,-14.446127259411137,35.11601656150939,تندرستی و ورزش
(1403-04),15.0,8.172767023239686,-16.552974167338853,32.93541329242793,تندرستی و ورزش
(1403-05),17.0,13.595302784763305,-13.691739348081883,41.122910215281685,تندرستی و ورزش
(1403-06),11.0,10.90720339386903,-11.030177474275922,33.09520371847075,تندرستی و ورزش
(1403-07),22.0,15.814381621059551,-6.829768887965425,38.43926628882957,تندرستی و ورزش
(1403-08),24.0,17.549738648533417,-5.633804217757816,40.600908051126545,تندرستی و ورزش
(1403-09),22.0,21.651983758857046,0.23776287341715951,43.003730226709315,تندرستی و ورزش
(1403-10),12.0,17.1672403947579,-6.825752976345608,41.20663722336896,تندرستی و ورزش
(1403-11),14.0,11.428082456555758,-11.211141161511842,34.46819246837467,تندرستی و ورزش
(1403-12),6.0,5.630456627353364,-8.30651557453993,19.30272357834908,تندرستی و ورزش
(1404-01),6.0,4.434937416370949,-11.23592980050496,20.060199380411458,تندرستی و ورزش
(1404-02),7.0,6.535196895147076,-11.02255522158269,23.98353461459722,تندرستی و ورزش
(1404-03),3.0,4.792044174821662,-11.511173898923207,21.589981803370744,تندرستی و ورزش
(1404-04),2.0,2.207504313152408,-11.760568504061926,15.985635270440582,تندرستی و ورزش
(1404-05),1.0,5.6442773392679815,-7.922250647557509,19.356183588349314,تندرستی و ورزش
(1404-06),1.0,7.708571744318203,-11.511883965909723,26.911864536086647,تندرستی و ورزش
(1404-07),2.0,14.597352854686411,-13.083919588475096,42.0258758242513,تندرستی و ورزش
(1404-08),3.0,16.78364356821527,-11.035725958666493,44.29411367478754,تندرستی و ورزش
(1404-09),0.0,25.16032235620666,-2.5048125919187685,52.931339568916314,تندرستی و ورزش
(1404-10),0.0,15.495317248517338,-12.003796229608836,42.69897000445297,تندرستی و ورزش
(1404-11),0.0,9.86985209650659,-17.55675687434223,37.57752206737201,تندرستی و ورزش
(1404-12),0.0,8.183241331997806,-18.04847087590679,34.96441608637595,تندرستی و ورزش
(1405-01),0.0,1.974791880679375,-26.457623036360758,30.29506909141676,تندرستی و ورزش
(1405-02),0.0,7.2702908433260465,-21.359242031733952,35.71784450554075,تندرستی و ورزش
(1405-03),0.0,4.058674875632124,-24.65730758852378,32.588919439960435,تندرستی و ورزش
(1405-04),0.0,1.7190461126809171,-27.160423746462005,30.363266106721618,تندرستی و ورزش
(1405-05),0.0,6.425434100463569,-22.26990921941999,34.8935851776879,تندرستی و ورزش
(1405-06),0.0,7.287562211125191,-19.212160679964185,33.94291856409232,تندرستی و ورزش
(1401-01),48.0,78.14634755964084,6.196365185166078,150.52064423352073,حیوانات خانگی
(1401-02),68.0,91.90558340951168,19.70231560863939,164.30606481201198,حیوانات خانگی
(1401-03),76.0,75.07555326556364,1.8464977791126267,147.8382440256555,حیوانات خانگی
(1401-04),88.0,90.62836095173755,17.479203343028658,162.46830359041297,حیوانات خانگی
(1401-05),72.0,87.14684794334524,14.751692297573312,159.68259320194974,حیوانات خانگی
(1401-06),79.0,74.26589542387947,2.2967145175102166,146.19570598371686,حیوانات خانگی
(1401-07),53.0,75.49479518168134,4.576193778581192,145.82858783202062,حیوانات خانگی
(1401-08),77.0,83.50141230837913,12.559247201943357,153.57390990699162,حیوانات خانگی
(1401-09),107.0,92.54772867724517,22.492315852291647,163.14084147981123,حیوانات خانگی
(1401-10),116.0,96.80894362892967,26.007039362783384,166.76132533798554,حیوانات خانگی
(1401-11),110.0,82.87747457814528,11.550482307345986,152.69459082243068,حیوانات خانگی
(1401-12),134.0,100.66092980317796,31.751391548041624,167.91725135556524,حیوانات خانگی
(1402-01),88.0,76.5309607298655,3.8942957571704473,148.6733908627042,حیوانات خانگی
(1402-02),78.0,90.53386543385636,17.337862438657027,162.35489576331886,حیوانات خانگی
(1402-03),69.0,73.55758514246133,1.3096882049803749,145.73496791400717,حیوانات خانگی
(1402-04),93.0,88.68816058920153,16.41963676986102,161.97247635426666,حیوانات خانگی
(1402-05),105.0,85.66535814517408,13.363588187335404,158.26320297980686,حیوانات خانگی
(1402-06),88.0,72.83374427266972,-0.8538947582048859,145.27430267790325,حیوانات خانگی
(1402-07),74.0,73.92794412448866,2.467803368386134,143.7503678842427,حیوانات خانگی
(1402-08),88.0,81.75041163299228,11.782914210478502,151.49915207416208,حیوانات خانگی
(1402-09),81.0,90.66976581835584,20.848677469554435,160.72746644368783,حیوانات خانگی
(1402-10),87.0,95.43273759597102,25.470893993200814,166.32951904845717,حیوانات خانگی
(1402-11),63.0,81.5121800335498,10.82948454802977,150.75113780133722,حیوانات خانگی
(1402-12),99.0,98.96227754775583,30.969247671518268,167.3156745746422,حیوانات خانگی
(1403-01),77.0,75.13286267489262,2.305318704556508,147.18446848681222,حیوانات خانگی
(1403-02),85.0,88.8151773354582,16.327881159387267,161.36127874339013,حیوانات خانگی
(1403-03),88.0,71.98326311705836,0.3653577387059869,143.94938506370332,حیوانات خانگی
(1403-04),106.0,87.11936369894437,15.242379566720084,160.3397443108268,حیوانات خانگی
(1403-05),92.0,84.15182511325983,12.683907327040652,156.48573728244716,حیوانات خانگی
(1403-06),64.0,71.18717622371616,-2.2907877662664355,144.03743265911385,حیوانات خانگی
(1403-07),81.0,72.29362262506439,1.6551220515893765,142.57506926876692,حیوانات خانگی
(1403-08),91.0,80.2800316138423,10.484039690221095,150.58586843110808,حیوانات خانگی
(1403-09),91.0,88.85264230230086,19.34535982019498,159.18418605430506,حیوانات خانگی
(1403-10),77.0,94.03038572708776,22.977243197845006,164.15168790882123,حیوانات خانگی
(1403-11),67.0,79.96945285319632,9.460207113072459,150.28551655931477,حیوانات خانگی
(1403-12),93.0,100.33885501334022,29.785040668194288,170.27537198348617,حیوانات خانگی
(1404-01),74.0,73.3587355476932,1.1478235075549668,146.78964008715033,حیوانات خانگی
