shamsi_year_month,y,yhat,yhat_lower,yhat_upper,service
(1402-10),83.0,89.10243297251783,9.009123131275427,169.17832766170355,تعویض شیشه خودرو
(1402-11),82.0,82.82972816392449,5.3740099081675385,160.31657049052956,تعویض شیشه خودرو
(1402-12),89.0,110.33307176809275,27.46284019527646,193.27485501523262,تعویض شیشه خودرو
(1403-01),92.0,97.16753852252123,14.816462341935352,179.27074337568456,تعویض شیشه خودرو
(1403-02),105.0,94.29886363416205,12.72408975005618,176.99119486649357,تعویض شیشه خودرو
(1403-03),146.0,128.1115121663918,39.00439053975924,215.88663078142162,تعویض شیشه خودرو
(1403-04),146.0,125.50793775839053,38.5998326475939,215.3685885184371,تعویض شیشه خودرو
(1403-05),121.0,119.23534078209609,33.35244062952711,203.66370871723797,تعویض شیشه خودرو
(1403-06),115.0,136.12223439538042,47.145919837488876,223.7170845372192,تعویض شیشه خودرو
(1403-07),103.0,94.25131439887707,17.397462208577135,170.88365239263305,تعویض شیشه خودرو
(1403-08),92.0,103.86574437511628,20.34708569108964,186.78271462424755,تعویض شیشه خودرو
(1403-09),90.0,92.75718647983881,8.337724585451355,174.79614808884114,تعویض شیشه خودرو
(1403-10),82.0,76.6512482139307,2.1603939319742094,151.37443729567505,تعویض شیشه خودرو
(1403-11),88.0,76.14551034081208,-2.1092615999185784,152.56776551500275,تعویض شیشه خودرو
(1403-12),94.0,99.47447264192154,16.69706886303307,181.7414854793921,تعویض شیشه خودرو
(1404-01),0.0,88.60421519850162,0.054869525694205445,177.14564423060563,تعویض شیشه خودرو
(1404-02),0.0,79.57340526249165,-8.911208359314436,167.9856531359978,تعویض شیشه خودرو
(1404-03),0.0,96.07681092001103,7.695522797769572,184.91169572078132,تعویض شیشه خودرو
(1404-04),0.0,89.06431886864343,-0.8810567446731957,177.67251690097135,تعویض شیشه خودرو
(1404-05),0.0,85.65834905960389,-4.176835180880187,175.07312920624707,تعویض شیشه خودرو
(1404-06),0.0,94.05409226095225,3.945900250059477,184.52412839275158,تعویض شیشه خودرو
(1404-07),0.0,70.8209119837782,-18.0414158003028,158.9388398473704,تعویض شیشه خودرو
(1404-08),0.0,72.4129236956832,-18.172634348520504,163.23643012195623,تعویض شیشه خودرو
(1404-09),0.0,63.62686649159877,-28.73857940338802,153.8583280224116,تعویض شیشه خودرو
(1404-10),0.0,57.97773057703214,-36.26662740356339,149.9043206980497,تعویض شیشه خودرو
(1404-11),0.0,54.803019983928834,-42.65932857172899,149.99547863797227,تعویض شیشه خودرو
(1404-12),0.0,63.104788668288194,-38.401337872333755,161.6778925013645,تعویض شیشه خودرو
(1401-01),78.0,84.73102700837804,20.59846293685787,148.9713731210131,تعویض لنت خودرو
(1401-02),88.0,82.69401899414729,11.619022316336192,153.5326162914293,تعویض لنت خودرو
(1401-03),86.0,70.99706899227884,8.396394457786046,133.10541151746045,تعویض لنت خودرو
(1401-04),97.0,93.05119662365983,21.14535183513045,164.0081263698589,تعویض لنت خودرو
(1401-05),87.0,95.05644176881607,28.73303977199237,161.35974704479804,تعویض لنت خودرو
(1401-06),106.0,90.80865691749594,21.67782745251328,160.14972163521875,تعویض لنت خودرو
(1401-07),58.0,64.8058755639407,12.61606900748803,117.40335271123543,تعویض لنت خودرو
(1401-08),68.0,78.03559337207002,9.107109092042986,146.7268928184122,تعویض لنت خودرو
(1401-09),59.0,58.04622397458766,0.473020704797625,114.75718750934188,تعویض لنت خودرو
(1401-10),41.0,45.006141399594576,-5.075631498801914,95.31073649093176,تعویض لنت خودرو
(1401-11),64.0,66.52400779105776,1.974037303216505,131.03799024578575,تعویض لنت خودرو
(1401-12),83.0,91.72967187611575,34.953478717557275,148.81965591745242,تعویض لنت خودرو
(1402-01),102.0,102.40669419140315,32.95129542253558,171.12693732332573,تعویض لنت خودرو
(1402-02),100.0,96.64313764180683,24.82332522709172,167.78265654391683,تعویض لنت خودرو
(1402-03),96.0,101.22519501510288,29.678789599711816,172.41409714180804,تعویض لنت خودرو
(1402-04),123.0,115.02286830659088,46.46260313327086,184.7290312544826,تعویض لنت خودرو
(1402-05),132.0,134.23263382548652,62.93054148006817,206.0996827809118,تعویض لنت خودرو
(1402-06),124.0,129.500227010452,57.36782017461081,200.9393892771356,تعویض لنت خودرو
(1402-07),130.0,117.30429473869368,49.76040700912434,183.55929292991652,تعویض لنت خودرو
(1402-08),107.0,104.49856807451243,37.08325354564288,171.46182661808223,تعویض لنت خودرو
(1402-09),89.0,79.29345408406296,22.046875355671617,135.48492376011453,تعویض لنت خودرو
(1402-10),79.0,69.04662112990844,6.744293477340201,131.55157064836587,تعویض لنت خودرو
(1402-11),72.0,79.81898273554316,16.14778719815249,144.42880824719893,تعویض لنت خودرو
(1402-12),125.0,112.1636325837311,48.04239941000206,176.4864354371398,تعویض لنت خودرو
(1403-01),104.0,101.03989151142078,34.484252131954435,168.0493596482374,تعویض لنت خودرو
(1403-02),76.0,85.72605246318759,16.009499962801183,154.72464961838526,تعویض لنت خودرو
(1403-03),63.0,76.03370051465764,11.653720362644696,140.0342172652516,تعویض لنت خودرو
(1403-04),82.0,85.73002435863125,19.156219372496878,152.66786748963088,تعویض لنت خودرو
(1403-05),100.0,99.70731382231456,28.123796981848635,171.5092183759063,تعویض لنت خودرو
(1403-06),82.0,92.59597641610667,23.368025334476556,161.1772392165818,تعویض لنت خودرو
(1403-07),83.0,88.32084109204357,22.41684192383747,155.10502709442028,تعویض لنت خودرو
(1403-08),75.0,70.8319347519498,13.8924786268921,128.31909015638252,تعویض لنت خودرو
(1403-09),72.0,75.00139725463396,11.828247634382837,138.74592973268764,تعویض لنت خودرو
(1403-10),50.0,56.1216988344457,1.6078911059452456,110.7219308017699,تعویض لنت خودرو
(1403-11),93.0,83.45480207344227,13.989040240220385,152.44176647861053,تعویض لنت خودرو
(1403-12),134.0,129.31474445033092,59.43942384136081,198.85600624889474,تعویض لنت خودرو
(1404-01),0.0,130.1602903145124,54.85687421067451,204.62432930164428,تعویض لنت خودرو
(1404-02),0.0,116.20291833204143,43.66595707035253,190.25407329495937,تعویض لنت خودرو
(1404-03),0.0,122.63187031953015,49.805167927767165,197.13982122894052,تعویض لنت خودرو
(1404-04),0.0,140.87847099763925,66.06828185737264,214.60837666320177,تعویض لنت خودرو
(1404-05),0.0,159.54520014361754,84.80724782563438,233.67231069263775,تعویض لنت خودرو
(1404-06),0.0,151.67614215998807,76.89148463870391,227.02670759040546,تعویض لنت خودرو
(1404-07),0.0,141.20383892057987,66.71385487582313,213.43195558617285,تعویض لنت خودرو
(1404-08),0.0,133.45353058169547,59.49290733411914,206.22669872791988,تعویض لنت خودرو
(1404-09),0.0,121.99177037192032,47.5987628633307,194.09884555684434,تعویض لنت خودرو
(1404-10),0.0,105.68941232651557,31.36247177691162,179.216210227286,تعویض لنت خودرو
(1404-11),0.0,125.86758916063582,49.725512296280904,199.65072915434558,تعویض لنت خودرو
(1404-12),0.0,185.0664679633006,105.80488474590754,261.91046222065194,تعویض لنت خودرو
(1401-01),514.0,492.7841352413328,217.77515805708612,767.8217432022946,جوشکاری و آهنگری، درب و پنجره آهنی
(1401-02),634.0,655.8496298961552,382.17467941722225,932.090963033015,جوشکاری و آهنگری، درب و پنجره آهنی
(1401-03),786.0,847.6785090066458,578.2715279794761,1120.3080268800536,جوشکاری و آهنگری، درب و پنجره آهنی
(1401-04),935.0,914.0030354226828,640.4522120981068,1184.9355857311027,جوشکاری و آهنگری، درب و پنجره آهنی
(1401-05),911.0,874.7129087748905,600.2622761547503,1147.5911114384319,جوشکاری و آهنگری، درب و پنجره آهنی
(1401-06),792.0,753.4610479063795,479.9571458434021,1027.066469083595,جوشکاری و آهنگری، درب و پنجره آهنی
(1401-07),603.0,693.218107323478,426.4558002185247,956.6787027189288,جوشکاری و آهنگری، درب و پنجره آهنی
(1401-08),742.0,674.7986491108377,409.22777603314086,939.4858420836428,جوشکاری و آهنگری، درب و پنجره آهنی
(1401-09),583.0,600.0136073795422,335.95844170597326,864.8472111937822,جوشکاری و آهنگری، درب و پنجره آهنی
(1401-10),667.0,644.6279289436071,379.9145491992823,907.41895859149,جوشکاری و آهنگری، درب و پنجره آهنی
(1401-11),700.0,672.474237565682,403.7183031388664,935.9476012983085,جوشکاری و آهنگری، درب و پنجره آهنی
(1401-12),867.0,814.1058055460162,556.1324359104276,1069.4989420896939,جوشکاری و آهنگری، درب و پنجره آهنی
(1402-01),655.0,663.376957798519,392.7934753047898,935.1021178566377,جوشکاری و آهنگری، درب و پنجره آهنی
(1402-02),818.0,863.1403200344982,589.7156593871947,1136.6285128520708,جوشکاری و آهنگری، درب و پنجره آهنی
(1402-03),1069.0,1091.1697745455592,814.9412608747092,1363.6794973997871,جوشکاری و آهنگری، درب و پنجره آهنی
(1402-04),1174.0,1169.6463079649438,898.340360476973,1441.8601907361358,جوشکاری و آهنگری، درب و پنجره آهنی
(1402-05),1077.0,1114.1345114140122,842.6700851485969,1389.475535036118,جوشکاری و آهنگری، درب و پنجره آهنی
(1402-06),970.0,960.506110102853,688.9823291696207,1231.0999584167696,جوشکاری و آهنگری، درب و پنجره آهنی
(1402-07),899.0,886.6920985040234,622.6710634987935,1151.6751798290568,جوشکاری و آهنگری، درب و پنجره آهنی
(1402-08),881.0,863.6698853833722,598.0087879355507,1127.764389168821,جوشکاری و آهنگری، درب و پنجره آهنی
(1402-09),806.0,776.5243327427154,510.7296661055651,1041.53670714055,جوشکاری و آهنگری، درب و پنجره آهنی
(1402-10),829.0,834.901552395475,576.4797400573519,1099.3363162498329,جوشکاری و آهنگری، درب و پنجره آهنی
(1402-11),885.0,884.5234950422355,619.8218309161651,1150.8891752988045,جوشکاری و آهنگری، درب و پنجره آهنی
(1402-12),1104.0,1081.1767034476657,823.4600999996344,1337.2540746593952,جوشکاری و آهنگری، درب و پنجره آهنی
(1403-01),791.0,890.1859662969918,614.3486948778668,1160.4926100779273,جوشکاری و آهنگری، درب و پنجره آهنی
(1403-02),1207.0,1170.690674479182,895.2552033152878,1441.0597200802542,جوشکاری و آهنگری، درب و پنجره آهنی
(1403-03),1538.0,1492.6855102000866,1221.623853190123,1766.1648169571226,جوشکاری و آهنگری، درب و پنجره آهنی
(1403-04),1578.0,1596.0470704007241,1324.1458876081122,1867.1528922711138,جوشکاری و آهنگری، درب و پنجره آهنی
(1403-05),1531.0,1502.6145779141366,1230.9439689624817,1780.0273756433048,جوشکاری و آهنگری، درب و پنجره آهنی
(1403-06),1249.0,1279.1934787328985,1005.2870067003726,1549.5459644179016,جوشکاری و آهنگری، درب و پنجره آهنی
(1403-07),1184.0,1163.5083463917315,899.6556811605863,1428.0444460638382,جوشکاری و آهنگری، درب و پنجره آهنی
(1403-08),1082.0,1114.5455330138302,853.3086079190169,1380.4681654621027,جوشکاری و آهنگری، درب و پنجره آهنی
(1403-09),975.0,994.2108034713993,729.8358437375878,1261.0816995931925,جوشکاری و آهنگری، درب و پنجره آهنی
(1403-10),1061.0,1052.397349646678,787.5752460459119,1317.121382641015,جوشکاری و آهنگری، درب و پنجره آهنی
(1403-11),1088.0,1098.8219294271926,830.02387941193,1362.5086010999528,جوشکاری و آهنگری، درب و پنجره آهنی
(1403-12),1380.0,1371.3121885552202,1107.3267882788207,1634.476827673865,جوشکاری و آهنگری، درب و پنجره آهنی
(1404-01),0.0,1089.257565980574,818.5789595361557,1360.757116661063,جوشکاری و آهنگری، درب و پنجره آهنی
(1404-02),0.0,1407.2879564382738,1129.454060986472,1679.9141426109445,جوشکاری و آهنگری، درب و پنجره آهنی
(1404-03),0.0,1794.628281671451,1518.6355764554073,2063.5083864145836,جوشکاری و آهنگری، درب و پنجره آهنی
(1404-04),0.0,1892.5868712050117,1621.3628004185296,2167.288469572887,جوشکاری و آهنگری، درب و پنجره آهنی
(1404-05),0.0,1776.3791657089455,1505.2225490603355,2048.4976983156234,جوشکاری و آهنگری، درب و پنجره آهنی
(1404-06),0.0,1508.3622217105567,1233.9069466483422,1780.7025232844994,جوشکاری و آهنگری، درب و پنجره آهنی
(1404-07),0.0,1363.423348991629,1096.2509520113715,1631.7583546417584,جوشکاری و آهنگری، درب و پنجره آهنی
(1404-08),0.0,1315.0087937711642,1053.9900756677453,1582.2025482703466,جوشکاری و آهنگری، درب و پنجره آهنی
(1404-09),0.0,1161.8481441731606,893.9081159220867,1428.2109288704312,جوشکاری و آهنگری، درب و پنجره آهنی
(1404-10),0.0,1234.2682990971202,967.0046981475315,1493.7150367980628,جوشکاری و آهنگری، درب و پنجره آهنی
(1404-11),0.0,1287.9905848608773,1018.2284966855859,1551.9329144842875,جوشکاری و آهنگری، درب و پنجره آهنی
(1404-12),0.0,1552.9240277240146,1293.470210849002,1812.98537190569,جوشکاری و آهنگری، درب و پنجره آهنی
(1401-01),596.0,481.7736942573663,-28.192897581525937,993.770083903265,حمل بار با وانت و نیسان
(1401-02),899.0,1040.2507673265131,529.6651949828534,1550.3153289865086,حمل بار با وانت و نیسان
(1401-03),1538.0,1616.3974100982173,1107.996578897485,2127.5511707453848,حمل بار با وانت و نیسان
(1401-04),2377.0,2296.8041487494716,1783.790623031877,2807.094907225642,حمل بار با وانت و نیسان
(1401-05),2123.0,1992.6383940030862,1482.4110138989681,2504.195539703566,حمل بار با وانت و نیسان
(1401-06),1844.0,1788.3591378728906,1285.2506321650203,2296.51610396117,حمل بار با وانت و نیسان
(1401-07),1137.0,1293.882415598841,802.9345230854586,1788.2011341922002,حمل بار با وانت و نیسان
(1401-08),1064.0,1110.3060190682252,615.5636599111226,1607.1099924206494,حمل بار با وانت و نیسان
(1401-09),1017.0,1021.7549046014682,525.6455683160374,1512.7577589114635,حمل بار با وانت و نیسان
(1401-10),1373.0,1112.5903012375795,617.2819458226058,1609.8507184690886,حمل بار با وانت و نیسان
(1401-11),1208.0,1074.5408827676713,581.5101336552534,1563.5208233016108,حمل بار با وانت و نیسان
(1401-12),982.0,1102.5323668651665,630.0299201534561,1578.7485314949383,حمل بار با وانت و نیسان
(1402-01),575.0,731.8266554653039,220.3377643328634,1235.9007697122572,حمل بار با وانت و نیسان
(1402-02),1084.0,976.1129218364747,466.62513066099297,1485.4443626179998,حمل بار با وانت و نیسان
(1402-03),1058.0,1127.0839033711534,623.881104920363,1642.340858462065,حمل بار با وانت و نیسان
(1402-04),1293.0,1347.8970892214825,839.9967464108992,1854.1265395075538,حمل بار با وانت و نیسان
(1402-05),1262.0,1143.9106504114536,634.4418524064207,1655.4417830946545,حمل بار با وانت و نیسان
(1402-06),1078.0,1130.947849510134,620.5511809078782,1639.9083931260354,حمل بار با وانت و نیسان
(1402-07),911.0,871.1832057079803,377.9240329315869,1368.6930736689205,حمل بار با وانت و نیسان
(1402-08),912.0,844.9943935972983,347.5499756242917,1335.5720268236082,حمل بار با وانت و نیسان
(1402-09),844.0,874.0683705765142,384.29656607997737,1364.2894245254936,حمل بار با وانت و نیسان
(1402-10),822.0,1052.2203511213654,559.3044966915611,1550.8638867471896,حمل بار با وانت و نیسان
(1402-11),1196.0,1192.7462146924001,706.176987238205,1683.188151036227,حمل بار با وانت و نیسان
(1402-12),1700.0,1410.5022108413968,931.4335690170343,1893.8551422682551,حمل بار با وانت و نیسان
(1403-01),987.0,1109.7388439062731,601.8603341191247,1619.0610371900043,حمل بار با وانت و نیسان
(1403-02),1635.0,1620.7783582293005,1107.7837872521302,2127.2067397986752,حمل بار با وانت و نیسان
(1403-03),2197.0,2126.1735970561335,1608.7685187082482,2638.8422360430204,حمل بار با وانت و نیسان
(1403-04),2589.0,2598.187670216974,2090.8628666573454,3103.836552257614,حمل بار با وانت و نیسان
(1403-05),2060.0,2225.1315061429423,1716.381368914378,2738.8706941538103,حمل بار با وانت و نیسان
(1403-06),2208.0,2188.2511177186516,1676.533223028136,2706.2276983337115,حمل بار با وانت و نیسان
(1403-07),1719.0,1696.0338824128767,1209.6460624908939,2193.512223195078,حمل بار با وانت و نیسان
(1403-08),1652.0,1642.3942460355656,1146.7808936406918,2140.5302572706496,حمل بار با وانت و نیسان
(1403-09),1761.0,1730.1152881080338,1232.560689651365,2221.314988629753,حمل بار با وانت و نیسان
(1403-10),1895.0,1943.2349772668515,1444.651044448964,2428.104316999767,حمل بار با وانت و نیسان
(1403-11),2211.0,2177.374808936783,1686.6358371996334,2668.7046934577866,حمل بار با وانت و نیسان
(1403-12),2558.0,2585.27895435281,2093.0635658651167,3070.4903773578862,حمل بار با وانت و نیسان
(1404-01),0.0,1860.5135316589178,1350.803439895788,2373.5699464038853,حمل بار با وانت و نیسان
(1404-02),0.0,2733.780937526082,2222.8488433550806,3244.6436835240975,حمل بار با وانت و نیسان
(1404-03),0.0,3526.039845175202,3005.215698391554,4044.437047345423,حمل بار با وانت و نیسان
(1404-04),0.0,4098.531994249489,3555.05122175023,4645.321932967315,حمل بار با وانت و نیسان
(1404-05),0.0,3566.863555456677,2998.029352450497,4137.011616812621,حمل بار با وانت و نیسان
(1404-06),0.0,3284.0317320278937,2693.5201593133747,3875.6589894525987,حمل بار با وانت و نیسان
(1404-07),0.0,2571.8665359722263,2006.5349872614522,3143.2872849825762,حمل بار با وانت و نیسان
(1404-08),0.0,2546.744569204222,1948.6391627076446,3156.640580474542,حمل بار با وانت و نیسان
(1404-09),0.0,2454.4347252764724,1834.8987120332604,3085.1190049450784,حمل بار با وانت و نیسان
(1404-10),0.0,2859.6433938956066,2158.095534671359,3568.901184584789,حمل بار با وانت و نیسان
(1404-11),0.0,3194.8839108366346,2400.2574366322415,4009.5544691600417,حمل بار با وانت و نیسان
(1404-12),0.0,3614.5629826200593,2689.049758170402,4548.147705960673,حمل بار با وانت و نیسان
(1401-01),17.0,13.789808193231696,-4.073272967447876,31.296005168863555,خدمات برق صنعتی و سه فاز
(1401-02),19.0,17.592573259333612,-3.9824792612669255,39.29533403943684,خدمات برق صنعتی و سه فاز
(1401-03),20.0,19.991785701545073,0.9573772101338193,38.54740052779295,خدمات برق صنعتی و سه فاز
(1401-04),27.0,32.697677835385626,6.85327719330537,58.96315833472826,خدمات برق صنعتی و سه فاز
(1401-05),35.0,38.88208133979523,8.461658176250502,69.17686753450661,خدمات برق صنعتی و سه فاز
(1401-06),22.0,20.600537447505374,1.999658011803457,39.458741360751574,خدمات برق صنعتی و سه فاز
(1401-07),15.0,14.502995022275986,-1.059453299086221,30.49746744593717,خدمات برق صنعتی و سه فاز
(1401-08),18.0,13.621601253416715,-4.287354303384826,30.938964440472855,خدمات برق صنعتی و سه فاز
(1401-09),15.0,14.483302401621296,-1.439672849822315,30.377574249473575,خدمات برق صنعتی و سه فاز
(1401-10),37.0,28.139073097275208,-0.7213738429560557,57.20091469682247,خدمات برق صنعتی و سه فاز
(1401-11),23.0,19.72566113282702,-6.702310616118614,45.56798911243678,خدمات برق صنعتی و سه فاز
(1401-12),30.0,30.585526420069385,0.1382525919820632,61.14695616389671,خدمات برق صنعتی و سه فاز
(1402-01),22.0,18.85961141603759,-2.308978628388778,40.762137069400275,خدمات برق صنعتی و سه فاز
(1402-02),20.0,20.981913427719622,-3.6272789033272574,45.92191249860436,خدمات برق صنعتی و سه فاز
(1402-03),28.0,29.87788383855132,3.7208932971168682,56.111073125900354,خدمات برق صنعتی و سه فاز
(1402-04),38.0,41.006598484088286,11.900967651014234,70.158610972957,خدمات برق صنعتی و سه فاز
(1402-05),25.0,31.035268993737663,9.305643701851626,53.3977153704877,خدمات برق صنعتی و سه فاز
(1402-06),34.0,32.21580951862641,4.702860278463299,59.70569726705992,خدمات برق صنعتی و سه فاز
(1402-07),39.0,34.41023082445471,1.208798796439704,67.70178809081091,خدمات برق صنعتی و سه فاز
(1402-08),25.0,26.383043344710963,-0.9789007460544883,53.64054708884463,خدمات برق صنعتی و سه فاز
(1402-09),28.0,26.4194272378139,3.4004298521923033,49.64339243148103,خدمات برق صنعتی و سه فاز
(1402-10),25.0,27.834140825654003,6.319711551226047,49.51242109589216,خدمات برق صنعتی و سه فاز
(1402-11),28.0,26.406949771801713,0.2619210399824642,52.53142467364715,خدمات برق صنعتی و سه فاز
(1402-12),33.0,39.115634157113966,10.266606021588983,68.25153791688416,خدمات برق صنعتی و سه فاز
(1403-01),30.0,32.51936364486124,4.909615662452852,60.175129354874755,خدمات برق صنعتی و سه فاز
(1403-02),41.0,40.03252911253751,6.492473951111208,73.42159704715223,خدمات برق صنعتی و سه فاز
(1403-03),71.0,67.72176750176848,25.553290183073212,109.78695120756741,خدمات برق صنعتی و سه فاز
(1403-04),85.0,84.2448457988533,43.772072765373736,124.6184540765775,خدمات برق صنعتی و سه فاز
(1403-05),103.0,92.02226847901629,48.81173710170542,135.29802460029404,خدمات برق صنعتی و سه فاز
(1403-06),54.0,60.642375948752544,26.139072958232834,96.12767828968944,خدمات برق صنعتی و سه فاز
(1403-07),56.0,57.66952285602011,19.687526187241588,96.16620807545301,خدمات برق صنعتی و سه فاز
(1403-08),50.0,52.35947270543446,12.676401525948041,91.36137627923121,خدمات برق صنعتی و سه فاز
(1403-09),54.0,57.74463973778965,21.545709084349312,93.73822975602152,خدمات برق صنعتی و سه فاز
(1403-10),60.0,59.66741753427834,26.698957840459265,92.99563928106018,خدمات برق صنعتی و سه فاز
(1403-11),54.0,55.64276636507559,16.996670173203785,94.49834041920361,خدمات برق صنعتی و سه فاز
(1403-12),80.0,79.73369020021325,37.17939737194684,121.99669319160041,خدمات برق صنعتی و سه فاز
(1404-01),0.0,73.78240447822179,28.209642358394348,118.55826388283114,خدمات برق صنعتی و سه فاز
(1404-02),0.0,74.71273220773828,30.514385445955938,119.72858422190389,خدمات برق صنعتی و سه فاز
(1404-03),0.0,99.05931059922037,53.755786105176924,143.35177484469602,خدمات برق صنعتی و سه فاز
(1404-04),0.0,126.4873334946722,81.38356163478083,171.83448299527788,خدمات برق صنعتی و سه فاز
(1404-05),0.0,126.62214112374167,81.84546997704277,171.49379040646377,خدمات برق صنعتی و سه فاز
(1404-06),0.0,105.63114662985805,60.37982455911115,150.37671530555443,خدمات برق صنعتی و سه فاز
(1404-07),0.0,88.24537714712213,44.623168035955544,132.00012671787445,خدمات برق صنعتی و سه فاز
(1404-08),0.0,74.97628215107581,31.47842456142971,118.52575094784328,خدمات برق صنعتی و سه فاز
(1404-09),0.0,91.84289884863348,48.05406303608674,134.9027620893256,خدمات برق صنعتی و سه فاز
(1404-10),0.0,101.34664615705682,56.94043938323023,144.59206542030932,خدمات برق صنعتی و سه فاز
(1404-11),0.0,79.28561621220749,36.13495973721025,122.98334726552667,خدمات برق صنعتی و سه فاز
(1404-12),0.0,98.53749700323291,58.00967082359435,139.33649191124374,خدمات برق صنعتی و سه فاز
(1401-01),295.0,296.82632922050175,162.97234510959885,429.0995908922537,خدمات تاچ و ال سی ‌دی
(1401-02),277.0,264.1156615028505,132.99145734444943,397.4510148342247,خدمات تاچ و ال سی ‌دی
(1401-03),204.0,249.6442298460539,118.62339812604714,380.7699288641583,خدمات تاچ و ال سی ‌دی
(1401-04),266.0,277.32615410490894,142.50101843948642,410.6272707907973,خدمات تاچ و ال سی ‌دی
(1401-05),334.0,302.0424201729172,169.84306074158184,435.8726950776577,خدمات تاچ و ال سی ‌دی
(1401-06),305.0,283.91219136778324,151.8543588201068,415.6675497536026,خدمات تاچ و ال سی ‌دی
(1401-07),148.0,199.59706150211844,72.04645924610679,329.0430499849188,خدمات تاچ و ال سی ‌دی
(1401-08),260.0,237.2337628222703,108.9982664675754,365.9139397621868,خدمات تاچ و ال سی ‌دی
(1401-09),208.0,203.29140669390276,74.99530987396236,331.45185458478636,خدمات تاچ و ال سی ‌دی
(1401-10),269.0,216.6865157262623,89.0511823720115,345.15446646004347,خدمات تاچ و ال سی ‌دی
(1401-11),193.0,208.84269776304913,80.07594910584119,336.42543442885017,خدمات تاچ و ال سی ‌دی
(1401-12),187.0,187.21827048642186,62.15352797942835,310.1786927083158,خدمات تاچ و ال سی ‌دی
(1402-01),215.0,202.09117703343108,70.26995909980582,334.54913138739425,خدمات تاچ و ال سی ‌دی
(1402-02),116.0,170.30786126858055,37.5332472575702,304.7723808491979,خدمات تاچ و ال سی ‌دی
(1402-03),174.0,155.6292317714818,22.91218109667214,289.4988724485443,خدمات تاچ و ال سی ‌دی
(1402-04),158.0,168.60460026959828,39.918776803533476,296.8294847988319,خدمات تاچ و ال سی ‌دی
(1402-05),169.0,194.90027708685105,62.53605357532355,328.44885590392795,خدمات تاچ و ال سی ‌دی
(1402-06),168.0,177.5111157194546,59.54891136842933,296.8052160492999,خدمات تاچ و ال سی ‌دی
(1402-07),185.0,153.42768132419465,26.511337615054796,280.49086047932735,خدمات تاچ و ال سی ‌دی
(1402-08),199.0,196.9239918176316,68.19316540894215,324.63272272167006,خدمات تاچ و ال سی ‌دی
(1402-09),221.0,185.0546815258178,57.27193651800796,312.8925514696269,خدمات تاچ و ال سی ‌دی
(1402-10),199.0,218.84433863175005,90.12320115269208,347.6114807640291,خدمات تاچ و ال سی ‌دی
(1402-11),203.0,231.6828834500664,102.50955776848303,360.6671871808183,خدمات تاچ و ال سی ‌دی
(1402-12),234.0,231.8947368392637,108.89213941076834,356.70819512549565,خدمات تاچ و ال سی ‌دی
(1403-01),263.0,276.35805047708686,144.97507699984888,409.2357333548688,خدمات تاچ و ال سی ‌دی
(1403-02),284.0,262.96593358231934,131.206266551921,394.5902395838325,خدمات تاچ و ال سی ‌دی
(1403-03),299.0,257.9833816850672,124.88445815501815,390.8450247522205,خدمات تاچ و ال سی ‌دی
(1403-04),327.0,297.09261048186295,163.5174746111623,429.88438289213536,خدمات تاچ و ال سی ‌دی
(1403-05),292.0,323.3826504926566,190.3396203028877,455.8505598927351,خدمات تاچ و ال سی ‌دی
(1403-06),301.0,312.1269516036445,178.93749717467415,442.8471071633464,خدمات تاچ و ال سی ‌دی
(1403-07),257.0,223.33798448126765,95.89082012684788,351.65398511236594,خدمات تاچ و ال سی ‌دی
(1403-08),238.0,269.9581937907092,142.01815171140007,398.29797322212227,خدمات تاچ و ال سی ‌دی
(1403-09),225.0,237.7507474252155,109.72975659145251,365.32010400428425,خدمات تاچ و ال سی ‌دی
(1403-10),234.0,266.86340431305877,137.90774979400754,394.9108509976029,خدمات تاچ و ال سی ‌دی
(1403-11),297.0,265.36798030639324,137.88687614862027,393.3818551061243,خدمات تاچ و ال سی ‌دی
(1403-12),269.0,260.6235994137541,131.7773553749027,387.59517089818814,خدمات تاچ و ال سی ‌دی
(1404-01),0.0,285.97779714740653,153.60641807738588,419.03186991075523,خدمات تاچ و ال سی ‌دی
(1404-02),0.0,257.0853662847294,124.34400879042873,390.182383685752,خدمات تاچ و ال سی ‌دی
(1404-03),0.0,244.48535343034672,111.18376905422207,374.86337277007163,خدمات تاچ و ال سی ‌دی
(1404-04),0.0,277.72222789401104,143.7948322241532,410.0489821242066,خدمات تاچ و ال سی ‌دی
(1404-05),0.0,299.79201823802515,166.84875459820097,433.3802553259974,خدمات تاچ و ال سی ‌دی
(1404-06),0.0,290.5414506283482,156.74767095097886,425.50265499966844,خدمات تاچ و ال سی ‌دی
(1404-07),0.0,207.05251082838706,75.94394224444044,335.8186690964117,خدمات تاچ و ال سی ‌دی
(1404-08),0.0,249.55152192808902,118.927960515753,381.9833164953287,خدمات تاچ و ال سی ‌دی
(1404-09),0.0,223.1603745086428,90.1080192655434,355.25081704732816,خدمات تاچ و ال سی ‌دی
(1404-10),0.0,247.20500160418158,111.84384364455912,381.7902334342263,خدمات تاچ و ال سی ‌دی
(1404-11),0.0,245.5297215619581,108.09389167639944,385.3268166630949,خدمات تاچ و ال سی ‌دی
(1404-12),0.0,232.0926100304092,96.54091595821916,366.02048403109575,خدمات تاچ و ال سی ‌دی
(1401-01),91.0,79.17161874689809,9.674509580882804,149.08289791915834,خدمات شستشو و آرایشی حیوانات خانگی
